id,Geographic Area Name,Percent!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher,Percent!!VETERAN STATUS!!Civilian population 18 years and over!!Civilian veterans,Percent!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!English only,Percent!!U.S. CITIZENSHIP STATUS!!Foreign-born population!!Not a U.S. citizen,county_name,state
0500000US39047,"Fayette County, Ohio",16.3,8.2,97.7,64.9,Fayette County, Ohio
0500000US39049,"Franklin County, Ohio",40.0,6.4,86.5,53.9,Franklin County, Ohio
0500000US39051,"Fulton County, Ohio",17.6,8.6,95.7,52.0,Fulton County, Ohio
0500000US39053,"Gallia County, Ohio",15.9,7.0,96.4,54.1,Gallia County, Ohio
0500000US39055,"Geauga County, Ohio",38.0,7.1,86.5,29.4,Geauga County, Ohio
0500000US39057,"Greene County, Ohio",39.2,12.2,93.8,46.9,Greene County, Ohio
0500000US39059,"Guernsey County, Ohio",14.6,10.0,95.9,29.7,Guernsey County, Ohio
0500000US39061,"Hamilton County, Ohio",37.9,6.4,92.4,53.7,Hamilton County, Ohio
0500000US39063,"Hancock County, Ohio",27.1,7.9,94.8,58.3,Hancock County, Ohio
0500000US39065,"Hardin County, Ohio",16.2,7.1,94.0,85.3,Hardin County, Ohio
0500000US39067,"Harrison County, Ohio",11.6,9.1,95.4,57.9,Harrison County, Ohio
0500000US39069,"Henry County, Ohio",17.2,8.1,95.2,41.8,Henry County, Ohio
0500000US39071,"Highland County, Ohio",13.4,10.1,97.4,33.3,Highland County, Ohio
0500000US39073,"Hocking County, Ohio",14.4,9.5,98.7,43.3,Hocking County, Ohio
0500000US39075,"Holmes County, Ohio",9.7,5.1,52.6,15.2,Holmes County, Ohio
0500000US39077,"Huron County, Ohio",14.4,8.0,94.9,54.9,Huron County, Ohio
0500000US39079,"Jackson County, Ohio",14.5,7.3,96.3,51.9,Jackson County, Ohio
0500000US39081,"Jefferson County, Ohio",15.8,9.9,97.6,36.0,Jefferson County, Ohio
0500000US39083,"Knox County, Ohio",23.0,9.3,95.3,55.0,Knox County, Ohio
0500000US39085,"Lake County, Ohio",27.4,7.9,92.4,41.4,Lake County, Ohio
0500000US39087,"Lawrence County, Ohio",14.9,8.8,98.9,44.4,Lawrence County, Ohio
0500000US39089,"Licking County, Ohio",26.1,9.5,96.2,34.6,Licking County, Ohio
0500000US39091,"Logan County, Ohio",16.5,8.8,96.4,50.9,Logan County, Ohio
0500000US39093,"Lorain County, Ohio",24.9,8.3,92.8,40.7,Lorain County, Ohio
0500000US39095,"Lucas County, Ohio",26.3,6.9,93.3,47.4,Lucas County, Ohio
0500000US39097,"Madison County, Ohio",17.5,7.4,96.2,80.0,Madison County, Ohio
0500000US39099,"Mahoning County, Ohio",24.2,8.2,94.1,34.4,Mahoning County, Ohio
0500000US39101,"Marion County, Ohio",12.5,9.4,95.2,54.0,Marion County, Ohio
0500000US39103,"Medina County, Ohio",33.9,7.9,95.6,27.8,Medina County, Ohio
0500000US39105,"Meigs County, Ohio",13.1,9.2,99.0,60.5,Meigs County, Ohio
0500000US39107,"Mercer County, Ohio",18.3,7.3,98.2,69.2,Mercer County, Ohio
0500000US39109,"Miami County, Ohio",23.3,9.6,97.2,45.7,Miami County, Ohio
0500000US39111,"Monroe County, Ohio",12.5,8.3,98.4,16.5,Monroe County, Ohio
0500000US39113,"Montgomery County, Ohio",27.9,9.6,94.0,49.4,Montgomery County, Ohio
0500000US39115,"Morgan County, Ohio",10.2,8.6,97.5,48.0,Morgan County, Ohio
0500000US39117,"Morrow County, Ohio",13.8,8.9,95.2,27.0,Morrow County, Ohio
0500000US39119,"Muskingum County, Ohio",16.1,8.7,98.0,58.8,Muskingum County, Ohio
0500000US39121,"Noble County, Ohio",9.9,13.0,96.6,88.3,Noble County, Ohio
0500000US39123,"Ottawa County, Ohio",23.1,10.2,97.3,27.3,Ottawa County, Ohio
0500000US39125,"Paulding County, Ohio",15.6,8.8,96.9,47.7,Paulding County, Ohio
0500000US39127,"Perry County, Ohio",12.2,9.4,98.2,25.9,Perry County, Ohio
0500000US39129,"Pickaway County, Ohio",18.4,8.4,97.6,31.3,Pickaway County, Ohio
0500000US39131,"Pike County, Ohio",12.6,9.3,98.3,69.1,Pike County, Ohio
0500000US39133,"Portage County, Ohio",29.0,7.5,94.9,65.4,Portage County, Ohio
0500000US39135,"Preble County, Ohio",16.3,9.7,97.8,49.5,Preble County, Ohio
0500000US39137,"Putnam County, Ohio",20.9,6.7,95.7,54.6,Putnam County, Ohio
0500000US39139,"Richland County, Ohio",18.3,9.4,96.0,41.5,Richland County, Ohio
0500000US39141,"Ross County, Ohio",15.8,9.7,98.1,46.2,Ross County, Ohio
0500000US39143,"Sandusky County, Ohio",16.1,8.4,95.5,42.8,Sandusky County, Ohio
0500000US39145,"Scioto County, Ohio",15.7,8.3,98.7,46.0,Scioto County, Ohio
0500000US39147,"Seneca County, Ohio",16.8,8.3,96.1,57.3,Seneca County, Ohio
0500000US39149,"Shelby County, Ohio",18.7,8.1,97.7,48.7,Shelby County, Ohio
0500000US39151,"Stark County, Ohio",22.8,8.5,96.6,40.4,Stark County, Ohio
0500000US39153,"Summit County, Ohio",32.5,7.4,93.3,49.4,Summit County, Ohio
0500000US39155,"Trumbull County, Ohio",18.7,9.8,95.1,22.8,Trumbull County, Ohio
0500000US39157,"Tuscarawas County, Ohio",17.4,8.2,92.3,63.6,Tuscarawas County, Ohio
0500000US39159,"Union County, Ohio",35.5,6.7,94.1,49.9,Union County, Ohio
0500000US39161,"Van Wert County, Ohio",16.6,7.5,97.7,57.6,Van Wert County, Ohio
0500000US39163,"Vinton County, Ohio",12.8,7.9,96.6,31.6,Vinton County, Ohio
0500000US39165,"Warren County, Ohio",43.0,7.9,91.4,48.2,Warren County, Ohio
0500000US39167,"Washington County, Ohio",18.8,10.1,97.9,60.2,Washington County, Ohio
0500000US39169,"Wayne County, Ohio",22.2,7.0,88.6,49.7,Wayne County, Ohio
0500000US39171,"Williams County, Ohio",15.2,8.3,97.2,47.5,Williams County, Ohio
0500000US39173,"Wood County, Ohio",33.5,6.8,95.3,55.5,Wood County, Ohio
0500000US39175,"Wyandot County, Ohio",17.2,8.4,96.5,51.6,Wyandot County, Ohio
0500000US40001,"Adair County, Oklahoma",11.6,7.8,91.7,60.7,Adair County, Oklahoma
0500000US40003,"Alfalfa County, Oklahoma",21.8,11.2,94.5,58.2,Alfalfa County, Oklahoma
0500000US40005,"Atoka County, Oklahoma",15.0,8.4,96.6,63.6,Atoka County, Oklahoma
0500000US40007,"Beaver County, Oklahoma",19.9,4.8,80.1,82.4,Beaver County, Oklahoma
0500000US40009,"Beckham County, Oklahoma",16.8,6.7,89.2,53.1,Beckham County, Oklahoma
0500000US40011,"Blaine County, Oklahoma",16.5,6.2,89.0,91.4,Blaine County, Oklahoma
0500000US40013,"Bryan County, Oklahoma",21.9,8.5,94.3,68.9,Bryan County, Oklahoma
0500000US40015,"Caddo County, Oklahoma",15.4,8.6,89.6,87.6,Caddo County, Oklahoma
0500000US40017,"Canadian County, Oklahoma",27.4,9.1,91.3,41.8,Canadian County, Oklahoma
0500000US40019,"Carter County, Oklahoma",20.5,9.4,93.3,68.0,Carter County, Oklahoma
0500000US40021,"Cherokee County, Oklahoma",26.3,9.0,92.0,79.9,Cherokee County, Oklahoma
0500000US40023,"Choctaw County, Oklahoma",13.4,9.0,96.2,58.5,Choctaw County, Oklahoma
0500000US40025,"Cimarron County, Oklahoma",22.8,8.8,80.6,66.5,Cimarron County, Oklahoma
0500000US40027,"Cleveland County, Oklahoma",33.4,9.7,89.7,47.9,Cleveland County, Oklahoma
0500000US40029,"Coal County, Oklahoma",17.3,8.4,95.9,41.9,Coal County, Oklahoma
0500000US40031,"Comanche County, Oklahoma",22.2,19.0,91.2,46.4,Comanche County, Oklahoma
0500000US40033,"Cotton County, Oklahoma",13.7,10.9,96.8,41.9,Cotton County, Oklahoma
0500000US40035,"Craig County, Oklahoma",14.7,7.6,96.8,70.6,Craig County, Oklahoma
0500000US40037,"Creek County, Oklahoma",17.0,9.2,96.8,57.4,Creek County, Oklahoma
0500000US40039,"Custer County, Oklahoma",24.8,6.9,84.3,62.2,Custer County, Oklahoma
0500000US40041,"Delaware County, Oklahoma",18.1,10.6,95.1,56.6,Delaware County, Oklahoma
0500000US40043,"Dewey County, Oklahoma",24.0,6.3,94.1,94.4,Dewey County, Oklahoma
0500000US40045,"Ellis County, Oklahoma",20.1,7.3,94.8,53.1,Ellis County, Oklahoma
0500000US40047,"Garfield County, Oklahoma",22.9,9.0,87.2,71.1,Garfield County, Oklahoma
0500000US40049,"Garvin County, Oklahoma",14.7,8.8,94.0,64.6,Garvin County, Oklahoma
0500000US40051,"Grady County, Oklahoma",19.9,9.9,96.3,55.9,Grady County, Oklahoma
0500000US40053,"Grant County, Oklahoma",24.6,11.8,97.2,45.0,Grant County, Oklahoma
0500000US40055,"Greer County, Oklahoma",12.3,9.9,92.1,65.7,Greer County, Oklahoma
0500000US40057,"Harmon County, Oklahoma",20.7,3.6,80.0,45.3,Harmon County, Oklahoma
0500000US40059,"Harper County, Oklahoma",19.3,10.7,80.6,87.2,Harper County, Oklahoma
0500000US40061,"Haskell County, Oklahoma",16.2,10.1,96.7,68.4,Haskell County, Oklahoma
0500000US40063,"Hughes County, Oklahoma",12.9,8.5,94.5,58.9,Hughes County, Oklahoma
0500000US40065,"Jackson County, Oklahoma",23.3,14.4,84.3,60.8,Jackson County, Oklahoma
0500000US40067,"Jefferson County, Oklahoma",14.7,8.2,94.9,36.1,Jefferson County, Oklahoma
0500000US40069,"Johnston County, Oklahoma",20.1,9.4,96.6,55.4,Johnston County, Oklahoma
0500000US40071,"Kay County, Oklahoma",18.9,10.5,93.7,59.8,Kay County, Oklahoma
0500000US40073,"Kingfisher County, Oklahoma",22.4,6.6,84.9,78.0,Kingfisher County, Oklahoma
0500000US40075,"Kiowa County, Oklahoma",17.2,10.0,92.1,63.7,Kiowa County, Oklahoma
0500000US40077,"Latimer County, Oklahoma",17.2,12.0,97.0,35.5,Latimer County, Oklahoma
0500000US40079,"Le Flore County, Oklahoma",14.6,10.1,94.1,76.5,Le Flore County, Oklahoma
0500000US40081,"Lincoln County, Oklahoma",15.5,10.4,98.4,61.6,Lincoln County, Oklahoma
0500000US40083,"Logan County, Oklahoma",27.7,9.3,94.9,56.5,Logan County, Oklahoma
0500000US40085,"Love County, Oklahoma",13.5,7.7,86.9,58.8,Love County, Oklahoma
0500000US40087,"McClain County, Oklahoma",25.0,8.6,94.0,62.2,McClain County, Oklahoma
0500000US40089,"McCurtain County, Oklahoma",13.4,8.7,94.7,61.8,McCurtain County, Oklahoma
0500000US40091,"McIntosh County, Oklahoma",13.9,12.0,98.7,46.1,McIntosh County, Oklahoma
0500000US40093,"Major County, Oklahoma",20.0,7.5,93.3,48.7,Major County, Oklahoma
0500000US40095,"Marshall County, Oklahoma",14.8,10.9,84.1,83.1,Marshall County, Oklahoma
0500000US40097,"Mayes County, Oklahoma",14.3,10.1,95.2,60.5,Mayes County, Oklahoma
0500000US40099,"Murray County, Oklahoma",17.4,11.0,95.8,65.1,Murray County, Oklahoma
0500000US40101,"Muskogee County, Oklahoma",20.4,9.1,94.9,63.2,Muskogee County, Oklahoma
0500000US40103,"Noble County, Oklahoma",23.2,8.5,98.1,72.0,Noble County, Oklahoma
0500000US40105,"Nowata County, Oklahoma",11.5,5.2,97.9,81.9,Nowata County, Oklahoma
0500000US40107,"Okfuskee County, Oklahoma",11.6,7.8,93.9,51.4,Okfuskee County, Oklahoma
0500000US40109,"Oklahoma County, Oklahoma",32.0,8.9,82.6,65.9,Oklahoma County, Oklahoma
0500000US40111,"Okmulgee County, Oklahoma",14.1,9.1,96.3,60.0,Okmulgee County, Oklahoma
0500000US40113,"Osage County, Oklahoma",18.0,9.0,97.0,32.1,Osage County, Oklahoma
0500000US40115,"Ottawa County, Oklahoma",14.5,9.3,94.1,63.6,Ottawa County, Oklahoma
0500000US40117,"Pawnee County, Oklahoma",16.6,9.5,98.2,44.6,Pawnee County, Oklahoma
0500000US40119,"Payne County, Oklahoma",37.4,5.4,91.7,76.5,Payne County, Oklahoma
0500000US40121,"Pittsburg County, Oklahoma",16.1,11.7,95.6,68.9,Pittsburg County, Oklahoma
0500000US40123,"Pontotoc County, Oklahoma",28.2,7.1,95.1,59.6,Pontotoc County, Oklahoma
0500000US40125,"Pottawatomie County, Oklahoma",18.3,10.0,95.5,50.2,Pottawatomie County, Oklahoma
0500000US40127,"Pushmataha County, Oklahoma",14.3,11.3,97.4,34.5,Pushmataha County, Oklahoma
0500000US40129,"Roger Mills County, Oklahoma",16.2,5.2,95.7,69.0,Roger Mills County, Oklahoma
0500000US40131,"Rogers County, Oklahoma",24.9,10.2,94.8,50.1,Rogers County, Oklahoma
0500000US40133,"Seminole County, Oklahoma",14.3,10.2,95.1,65.4,Seminole County, Oklahoma
0500000US40135,"Sequoyah County, Oklahoma",14.4,9.4,96.0,64.1,Sequoyah County, Oklahoma
0500000US40137,"Stephens County, Oklahoma",16.9,9.5,94.3,53.0,Stephens County, Oklahoma
0500000US40139,"Texas County, Oklahoma",22.1,2.5,56.2,82.0,Texas County, Oklahoma
0500000US40141,"Tillman County, Oklahoma",17.3,8.5,80.8,69.8,Tillman County, Oklahoma
0500000US40143,"Tulsa County, Oklahoma",31.8,7.7,85.4,66.2,Tulsa County, Oklahoma
0500000US40145,"Wagoner County, Oklahoma",23.2,10.4,93.7,54.0,Wagoner County, Oklahoma
0500000US40147,"Washington County, Oklahoma",28.5,8.7,93.1,63.3,Washington County, Oklahoma
0500000US40149,"Washita County, Oklahoma",20.8,8.1,95.7,65.7,Washita County, Oklahoma
0500000US40151,"Woods County, Oklahoma",30.3,6.1,94.5,26.6,Woods County, Oklahoma
0500000US40153,"Woodward County, Oklahoma",19.4,7.8,87.8,77.2,Woodward County, Oklahoma
0500000US41001,"Baker County, Oregon",23.7,14.7,95.9,64.0,Baker County, Oregon
0500000US41003,"Benton County, Oregon",54.1,6.9,86.0,71.6,Benton County, Oregon
0500000US41005,"Clackamas County, Oregon",37.4,8.2,87.9,41.1,Clackamas County, Oregon
0500000US41007,"Clatsop County, Oregon",24.4,11.2,92.6,51.9,Clatsop County, Oregon
0500000US41009,"Columbia County, Oregon",18.5,12.0,96.5,44.5,Columbia County, Oregon
0500000US41011,"Coos County, Oregon",17.8,14.2,94.6,49.3,Coos County, Oregon
0500000US41013,"Crook County, Oregon",19.8,13.9,94.1,43.1,Crook County, Oregon
0500000US41015,"Curry County, Oregon",24.6,15.4,94.3,32.0,Curry County, Oregon
0500000US41017,"Deschutes County, Oregon",35.4,9.9,92.8,49.3,Deschutes County, Oregon
0500000US41019,"Douglas County, Oregon",17.3,13.8,96.0,46.6,Douglas County, Oregon
0500000US41021,"Gilliam County, Oregon",17.4,12.6,96.0,47.3,Gilliam County, Oregon
0500000US41023,"Grant County, Oregon",18.9,12.6,95.2,30.6,Grant County, Oregon
0500000US41025,"Harney County, Oregon",18.4,13.3,95.3,71.4,Harney County, Oregon
0500000US41027,"Hood River County, Oregon",32.0,6.5,70.8,73.3,Hood River County, Oregon
0500000US41029,"Jackson County, Oregon",27.8,10.7,89.7,54.4,Jackson County, Oregon
0500000US41031,"Jefferson County, Oregon",19.4,9.9,83.8,53.7,Jefferson County, Oregon
0500000US41033,"Josephine County, Oregon",17.5,12.7,96.1,54.7,Josephine County, Oregon
0500000US41035,"Klamath County, Oregon",20.0,13.1,91.4,53.5,Klamath County, Oregon
0500000US41037,"Lake County, Oregon",16.4,11.9,93.5,67.5,Lake County, Oregon
0500000US41039,"Lane County, Oregon",30.5,9.1,91.7,56.7,Lane County, Oregon
0500000US41041,"Lincoln County, Oregon",24.9,13.3,92.8,58.1,Lincoln County, Oregon
0500000US41043,"Linn County, Oregon",19.3,11.2,92.1,61.8,Linn County, Oregon
0500000US41045,"Malheur County, Oregon",13.7,8.4,74.7,74.9,Malheur County, Oregon
0500000US41047,"Marion County, Oregon",23.5,7.9,74.6,66.4,Marion County, Oregon
0500000US41049,"Morrow County, Oregon",9.0,11.1,66.1,76.7,Morrow County, Oregon
0500000US41051,"Multnomah County, Oregon",45.9,5.8,80.0,51.0,Multnomah County, Oregon
0500000US41053,"Polk County, Oregon",31.0,8.9,86.0,60.9,Polk County, Oregon
0500000US41055,"Sherman County, Oregon",17.3,13.1,96.6,81.8,Sherman County, Oregon
0500000US41057,"Tillamook County, Oregon",21.8,11.1,90.3,70.3,Tillamook County, Oregon
0500000US41059,"Umatilla County, Oregon",17.2,9.1,77.1,71.1,Umatilla County, Oregon
0500000US41061,"Union County, Oregon",24.5,10.0,95.0,69.0,Union County, Oregon
0500000US41063,"Wallowa County, Oregon",26.4,10.6,97.2,39.6,Wallowa County, Oregon
0500000US41065,"Wasco County, Oregon",19.6,11.8,84.5,76.9,Wasco County, Oregon
0500000US41067,"Washington County, Oregon",44.4,6.9,75.2,54.6,Washington County, Oregon
0500000US41069,"Wheeler County, Oregon",14.9,14.1,95.8,92.7,Wheeler County, Oregon
0500000US41071,"Yamhill County, Oregon",26.9,9.5,86.2,56.4,Yamhill County, Oregon
0500000US42001,"Adams County, Pennsylvania",22.3,9.5,93.7,61.0,Adams County, Pennsylvania
0500000US42003,"Allegheny County, Pennsylvania",41.6,7.4,92.5,53.1,Allegheny County, Pennsylvania
0500000US42005,"Armstrong County, Pennsylvania",16.7,9.9,97.5,34.1,Armstrong County, Pennsylvania
0500000US42007,"Beaver County, Pennsylvania",24.7,9.2,97.2,28.8,Beaver County, Pennsylvania
0500000US42009,"Bedford County, Pennsylvania",14.7,8.9,97.2,57.1,Bedford County, Pennsylvania
0500000US42011,"Berks County, Pennsylvania",24.9,6.9,81.0,50.1,Berks County, Pennsylvania
0500000US42013,"Blair County, Pennsylvania",21.3,9.3,97.7,24.7,Blair County, Pennsylvania
0500000US42015,"Bradford County, Pennsylvania",18.7,11.7,97.2,53.1,Bradford County, Pennsylvania
0500000US42017,"Bucks County, Pennsylvania",41.3,6.8,87.6,35.7,Bucks County, Pennsylvania
0500000US42019,"Butler County, Pennsylvania",36.0,8.8,96.6,46.5,Butler County, Pennsylvania
0500000US42021,"Cambria County, Pennsylvania",21.1,10.0,97.6,41.3,Cambria County, Pennsylvania
0500000US42023,"Cameron County, Pennsylvania",13.7,11.4,97.5,11.8,Cameron County, Pennsylvania
0500000US42025,"Carbon County, Pennsylvania",17.9,10.1,95.4,31.3,Carbon County, Pennsylvania
0500000US42027,"Centre County, Pennsylvania",45.5,5.8,87.9,70.8,Centre County, Pennsylvania
0500000US42029,"Chester County, Pennsylvania",53.0,6.3,87.4,55.0,Chester County, Pennsylvania
0500000US42031,"Clarion County, Pennsylvania",22.1,8.7,95.9,47.4,Clarion County, Pennsylvania
0500000US42033,"Clearfield County, Pennsylvania",15.1,9.4,95.7,85.8,Clearfield County, Pennsylvania
0500000US42035,"Clinton County, Pennsylvania",19.5,9.3,93.7,33.0,Clinton County, Pennsylvania
0500000US42037,"Columbia County, Pennsylvania",22.9,7.6,97.3,36.6,Columbia County, Pennsylvania
0500000US42039,"Crawford County, Pennsylvania",21.1,8.9,94.5,38.6,Crawford County, Pennsylvania
0500000US42041,"Cumberland County, Pennsylvania",36.6,9.2,90.7,47.2,Cumberland County, Pennsylvania
0500000US42043,"Dauphin County, Pennsylvania",30.8,8.1,88.1,50.8,Dauphin County, Pennsylvania
0500000US42045,"Delaware County, Pennsylvania",39.0,6.0,87.7,42.8,Delaware County, Pennsylvania
0500000US42047,"Elk County, Pennsylvania",19.6,9.8,98.7,45.0,Elk County, Pennsylvania
0500000US42049,"Erie County, Pennsylvania",27.9,9.1,93.2,52.6,Erie County, Pennsylvania
0500000US42051,"Fayette County, Pennsylvania",17.3,8.7,96.8,49.6,Fayette County, Pennsylvania
0500000US42053,"Forest County, Pennsylvania",8.1,8.9,94.0,43.8,Forest County, Pennsylvania
0500000US42055,"Franklin County, Pennsylvania",21.6,10.3,93.1,56.1,Franklin County, Pennsylvania
0500000US42057,"Fulton County, Pennsylvania",13.6,9.2,98.7,35.4,Fulton County, Pennsylvania
0500000US42059,"Greene County, Pennsylvania",17.6,8.9,97.0,39.1,Greene County, Pennsylvania
0500000US42061,"Huntingdon County, Pennsylvania",17.4,9.4,96.0,65.5,Huntingdon County, Pennsylvania
