id,Geographic Area Name,Percent!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher,Percent!!VETERAN STATUS!!Civilian population 18 years and over!!Civilian veterans,Percent!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!English only,Percent!!U.S. CITIZENSHIP STATUS!!Foreign-born population!!Not a U.S. citizen,county_name,state
0500000US33015,"Rockingham County, New Hampshire",41.4,8.9,93.8,37.0,Rockingham County, New Hampshire
0500000US33017,"Strafford County, New Hampshire",35.8,8.7,93.2,56.3,Strafford County, New Hampshire
0500000US33019,"Sullivan County, New Hampshire",28.1,10.3,96.2,23.6,Sullivan County, New Hampshire
0500000US34001,"Atlantic County, New Jersey",28.1,5.9,73.0,42.6,Atlantic County, New Jersey
0500000US34003,"Bergen County, New Jersey",49.3,3.7,60.0,36.2,Bergen County, New Jersey
0500000US34005,"Burlington County, New Jersey",38.0,8.0,86.9,34.9,Burlington County, New Jersey
0500000US34007,"Camden County, New Jersey",32.5,5.9,79.5,42.0,Camden County, New Jersey
0500000US34009,"Cape May County, New Jersey",32.8,8.9,91.5,49.8,Cape May County, New Jersey
0500000US34011,"Cumberland County, New Jersey",15.6,5.6,72.2,63.7,Cumberland County, New Jersey
0500000US34013,"Essex County, New Jersey",35.5,3.0,64.1,45.9,Essex County, New Jersey
0500000US34015,"Gloucester County, New Jersey",33.0,6.7,91.0,31.7,Gloucester County, New Jersey
0500000US34017,"Hudson County, New Jersey",42.3,2.2,41.0,52.3,Hudson County, New Jersey
0500000US34019,"Hunterdon County, New Jersey",52.7,5.4,88.8,40.9,Hunterdon County, New Jersey
0500000US34021,"Mercer County, New Jersey",42.6,4.2,69.5,52.0,Mercer County, New Jersey
0500000US34023,"Middlesex County, New Jersey",43.6,3.8,55.5,43.4,Middlesex County, New Jersey
0500000US34025,"Monmouth County, New Jersey",46.0,5.0,82.1,36.9,Monmouth County, New Jersey
0500000US34027,"Morris County, New Jersey",54.1,4.6,75.6,38.6,Morris County, New Jersey
0500000US34029,"Ocean County, New Jersey",30.0,7.9,87.9,38.1,Ocean County, New Jersey
0500000US34031,"Passaic County, New Jersey",28.2,3.3,51.2,44.5,Passaic County, New Jersey
0500000US34033,"Salem County, New Jersey",21.0,7.8,92.1,47.8,Salem County, New Jersey
0500000US34035,"Somerset County, New Jersey",54.7,3.7,68.6,38.4,Somerset County, New Jersey
0500000US34037,"Sussex County, New Jersey",36.1,6.4,90.5,26.5,Sussex County, New Jersey
0500000US34039,"Union County, New Jersey",36.0,3.3,56.0,46.7,Union County, New Jersey
0500000US34041,"Warren County, New Jersey",33.0,6.4,88.0,36.7,Warren County, New Jersey
0500000US35001,"Bernalillo County, New Mexico",34.4,9.1,70.8,56.3,Bernalillo County, New Mexico
0500000US35003,"Catron County, New Mexico",15.7,17.2,84.9,56.8,Catron County, New Mexico
0500000US35005,"Chaves County, New Mexico",18.0,7.5,65.8,55.4,Chaves County, New Mexico
0500000US35006,"Cibola County, New Mexico",14.2,7.4,60.4,70.6,Cibola County, New Mexico
0500000US35007,"Colfax County, New Mexico",21.7,11.7,76.0,41.8,Colfax County, New Mexico
0500000US35009,"Curry County, New Mexico",19.2,12.9,72.3,66.3,Curry County, New Mexico
0500000US35011,"De Baca County, New Mexico",13.0,17.5,73.0,30.8,De Baca County, New Mexico
0500000US35013,"Doña Ana County, New Mexico",27.1,8.8,48.7,59.4,Doña Ana County, New Mexico
0500000US35015,"Eddy County, New Mexico",16.2,8.0,80.2,67.2,Eddy County, New Mexico
0500000US35017,"Grant County, New Mexico",28.8,11.6,70.3,39.8,Grant County, New Mexico
0500000US35019,"Guadalupe County, New Mexico",7.6,8.0,51.9,71.3,Guadalupe County, New Mexico
0500000US35021,"Harding County, New Mexico",21.7,13.3,67.1,69.0,Harding County, New Mexico
0500000US35023,"Hidalgo County, New Mexico",14.6,10.7,61.5,52.7,Hidalgo County, New Mexico
0500000US35025,"Lea County, New Mexico",13.6,4.4,62.6,70.9,Lea County, New Mexico
0500000US35027,"Lincoln County, New Mexico",25.8,12.2,79.0,53.8,Lincoln County, New Mexico
0500000US35028,"Los Alamos County, New Mexico",67.4,10.0,85.7,35.6,Los Alamos County, New Mexico
0500000US35029,"Luna County, New Mexico",12.5,8.7,50.3,66.0,Luna County, New Mexico
0500000US35031,"McKinley County, New Mexico",11.4,5.9,46.6,58.8,McKinley County, New Mexico
0500000US35033,"Mora County, New Mexico",11.0,11.2,32.7,32.6,Mora County, New Mexico
0500000US35035,"Otero County, New Mexico",17.5,16.2,73.1,63.4,Otero County, New Mexico
0500000US35037,"Quay County, New Mexico",17.1,7.7,78.3,66.3,Quay County, New Mexico
0500000US35039,"Rio Arriba County, New Mexico",19.3,7.1,40.3,49.5,Rio Arriba County, New Mexico
0500000US35041,"Roosevelt County, New Mexico",23.9,7.3,71.5,72.9,Roosevelt County, New Mexico
0500000US35043,"Sandoval County, New Mexico",30.5,10.1,73.5,35.1,Sandoval County, New Mexico
0500000US35045,"San Juan County, New Mexico",14.9,7.6,68.0,69.0,San Juan County, New Mexico
0500000US35047,"San Miguel County, New Mexico",21.4,8.8,46.3,66.1,San Miguel County, New Mexico
0500000US35049,"Santa Fe County, New Mexico",41.0,8.0,66.1,65.8,Santa Fe County, New Mexico
0500000US35051,"Sierra County, New Mexico",21.1,15.5,79.6,64.2,Sierra County, New Mexico
0500000US35053,"Socorro County, New Mexico",22.0,9.0,60.9,61.4,Socorro County, New Mexico
0500000US35055,"Taos County, New Mexico",28.7,9.8,54.6,56.1,Taos County, New Mexico
0500000US35057,"Torrance County, New Mexico",14.8,13.0,78.4,56.9,Torrance County, New Mexico
0500000US35059,"Union County, New Mexico",11.7,10.2,80.2,54.8,Union County, New Mexico
0500000US35061,"Valencia County, New Mexico",18.5,10.7,69.4,57.4,Valencia County, New Mexico
0500000US36001,"Albany County, New York",41.8,6.0,86.8,44.1,Albany County, New York
0500000US36003,"Allegany County, New York",20.9,9.3,95.1,54.9,Allegany County, New York
0500000US36005,"Bronx County, New York",20.1,2.3,40.7,49.8,Bronx County, New York
0500000US36007,"Broome County, New York",28.4,7.3,90.6,44.2,Broome County, New York
0500000US36009,"Cattaraugus County, New York",19.1,9.9,95.3,38.7,Cattaraugus County, New York
0500000US36011,"Cayuga County, New York",22.6,8.5,95.4,49.0,Cayuga County, New York
0500000US36013,"Chautauqua County, New York",22.2,8.1,92.1,47.9,Chautauqua County, New York
0500000US36015,"Chemung County, New York",23.3,9.0,95.6,46.3,Chemung County, New York
0500000US36017,"Chenango County, New York",18.7,9.2,96.5,45.0,Chenango County, New York
0500000US36019,"Clinton County, New York",22.9,8.8,94.4,50.0,Clinton County, New York
0500000US36021,"Columbia County, New York",32.7,8.0,92.9,47.8,Columbia County, New York
0500000US36023,"Cortland County, New York",28.0,7.2,96.7,34.1,Cortland County, New York
0500000US36025,"Delaware County, New York",22.6,8.9,93.4,45.5,Delaware County, New York
0500000US36027,"Dutchess County, New York",35.0,5.9,84.4,40.8,Dutchess County, New York
0500000US36029,"Erie County, New York",34.4,7.1,89.3,46.4,Erie County, New York
0500000US36031,"Essex County, New York",26.8,8.7,93.9,53.6,Essex County, New York
0500000US36033,"Franklin County, New York",19.1,7.9,91.6,43.8,Franklin County, New York
0500000US36035,"Fulton County, New York",18.2,7.7,97.1,24.4,Fulton County, New York
0500000US36037,"Genesee County, New York",22.3,8.4,96.3,50.9,Genesee County, New York
0500000US36039,"Greene County, New York",22.1,8.4,92.2,24.4,Greene County, New York
0500000US36041,"Hamilton County, New York",16.8,11.4,95.6,11.4,Hamilton County, New York
0500000US36043,"Herkimer County, New York",21.5,9.3,94.7,34.4,Herkimer County, New York
0500000US36045,"Jefferson County, New York",22.2,13.1,91.7,43.0,Jefferson County, New York
0500000US36047,"Kings County, New York",37.5,1.9,55.0,39.1,Kings County, New York
0500000US36049,"Lewis County, New York",18.4,7.8,97.1,75.9,Lewis County, New York
0500000US36051,"Livingston County, New York",26.5,7.2,93.1,56.0,Livingston County, New York
0500000US36053,"Madison County, New York",26.2,7.9,95.7,44.6,Madison County, New York
0500000US36055,"Monroe County, New York",38.6,5.9,86.0,41.9,Monroe County, New York
0500000US36057,"Montgomery County, New York",17.8,7.4,85.2,40.9,Montgomery County, New York
0500000US36059,"Nassau County, New York",46.0,4.1,71.3,34.4,Nassau County, New York
0500000US36061,"New York County, New York",61.3,2.3,60.6,49.5,New York County, New York
0500000US36063,"Niagara County, New York",24.6,8.4,95.7,35.5,Niagara County, New York
0500000US36065,"Oneida County, New York",25.7,8.3,87.8,42.8,Oneida County, New York
0500000US36067,"Onondaga County, New York",35.9,6.9,89.0,46.0,Onondaga County, New York
0500000US36069,"Ontario County, New York",36.3,8.0,93.9,47.6,Ontario County, New York
0500000US36071,"Orange County, New York",30.3,6.8,75.4,38.1,Orange County, New York
0500000US36073,"Orleans County, New York",16.2,9.3,93.9,47.3,Orleans County, New York
0500000US36075,"Oswego County, New York",19.0,9.2,96.0,41.1,Oswego County, New York
0500000US36077,"Otsego County, New York",31.1,8.0,93.8,41.2,Otsego County, New York
0500000US36079,"Putnam County, New York",39.6,4.7,81.7,38.2,Putnam County, New York
0500000US36081,"Queens County, New York",32.2,2.3,44.3,42.1,Queens County, New York
0500000US36083,"Rensselaer County, New York",32.0,7.3,92.2,50.5,Rensselaer County, New York
0500000US36085,"Richmond County, New York",33.9,4.0,67.4,32.8,Richmond County, New York
0500000US36087,"Rockland County, New York",41.1,3.7,60.5,41.0,Rockland County, New York
0500000US36089,"St. Lawrence County, New York",23.8,8.7,92.9,55.0,St. Lawrence County, New York
0500000US36091,"Saratoga County, New York",41.4,8.5,93.6,45.9,Saratoga County, New York
0500000US36093,"Schenectady County, New York",32.1,7.1,90.3,33.3,Schenectady County, New York
0500000US36095,"Schoharie County, New York",22.4,9.3,95.3,31.9,Schoharie County, New York
0500000US36097,"Schuyler County, New York",23.5,10.6,96.7,39.1,Schuyler County, New York
0500000US36099,"Seneca County, New York",21.1,8.6,92.7,42.1,Seneca County, New York
0500000US36101,"Steuben County, New York",23.6,10.6,94.9,56.9,Steuben County, New York
0500000US36103,"Suffolk County, New York",36.3,5.2,77.3,43.3,Suffolk County, New York
0500000US36105,"Sullivan County, New York",24.8,7.5,84.3,49.2,Sullivan County, New York
0500000US36107,"Tioga County, New York",26.0,9.3,97.5,42.4,Tioga County, New York
0500000US36109,"Tompkins County, New York",53.5,4.5,85.0,59.0,Tompkins County, New York
0500000US36111,"Ulster County, New York",32.5,6.0,88.9,41.5,Ulster County, New York
0500000US36113,"Warren County, New York",31.3,9.4,94.9,38.7,Warren County, New York
0500000US36115,"Washington County, New York",20.5,8.5,94.8,37.8,Washington County, New York
0500000US36117,"Wayne County, New York",22.6,8.9,94.8,30.5,Wayne County, New York
0500000US36119,"Westchester County, New York",48.9,3.7,66.5,44.1,Westchester County, New York
0500000US36121,"Wyoming County, New York",17.7,7.9,95.9,68.4,Wyoming County, New York
0500000US36123,"Yates County, New York",25.2,7.2,84.8,42.8,Yates County, New York
0500000US37001,"Alamance County, North Carolina",24.8,7.2,87.4,66.7,Alamance County, North Carolina
0500000US37003,"Alexander County, North Carolina",14.2,6.9,94.0,65.7,Alexander County, North Carolina
0500000US37005,"Alleghany County, North Carolina",17.3,9.4,92.4,59.2,Alleghany County, North Carolina
0500000US37007,"Anson County, North Carolina",11.3,7.3,94.7,58.7,Anson County, North Carolina
0500000US37009,"Ashe County, North Carolina",19.7,6.7,94.7,62.3,Ashe County, North Carolina
0500000US37011,"Avery County, North Carolina",20.7,5.7,93.7,73.4,Avery County, North Carolina
0500000US37013,"Beaufort County, North Carolina",20.6,8.0,93.6,71.2,Beaufort County, North Carolina
0500000US37015,"Bertie County, North Carolina",13.6,7.1,96.5,73.4,Bertie County, North Carolina
0500000US37017,"Bladen County, North Carolina",15.8,8.2,91.9,81.2,Bladen County, North Carolina
0500000US37019,"Brunswick County, North Carolina",29.9,12.1,94.9,42.5,Brunswick County, North Carolina
0500000US37021,"Buncombe County, North Carolina",40.1,8.1,91.7,57.0,Buncombe County, North Carolina
0500000US37023,"Burke County, North Carolina",16.4,8.1,90.8,50.6,Burke County, North Carolina
0500000US37025,"Cabarrus County, North Carolina",32.3,7.6,87.0,56.3,Cabarrus County, North Carolina
0500000US37027,"Caldwell County, North Carolina",15.7,8.1,94.5,63.3,Caldwell County, North Carolina
0500000US37029,"Camden County, North Carolina",17.1,16.6,95.3,32.5,Camden County, North Carolina
0500000US37031,"Carteret County, North Carolina",29.1,14.1,94.6,49.5,Carteret County, North Carolina
0500000US37033,"Caswell County, North Carolina",15.9,7.7,95.8,58.2,Caswell County, North Carolina
0500000US37035,"Catawba County, North Carolina",22.6,7.9,86.7,57.3,Catawba County, North Carolina
0500000US37037,"Chatham County, North Carolina",42.4,7.7,85.6,61.4,Chatham County, North Carolina
0500000US37039,"Cherokee County, North Carolina",19.0,12.1,96.7,45.3,Cherokee County, North Carolina
0500000US37041,"Chowan County, North Carolina",21.7,9.5,97.8,20.1,Chowan County, North Carolina
0500000US37043,"Clay County, North Carolina",23.7,11.4,97.5,57.4,Clay County, North Carolina
0500000US37045,"Cleveland County, North Carolina",17.6,8.0,95.7,55.8,Cleveland County, North Carolina
0500000US37047,"Columbus County, North Carolina",13.8,8.3,94.0,67.8,Columbus County, North Carolina
0500000US37049,"Craven County, North Carolina",25.3,15.9,91.6,54.4,Craven County, North Carolina
0500000US37051,"Cumberland County, North Carolina",25.5,19.5,88.4,42.5,Cumberland County, North Carolina
0500000US37053,"Currituck County, North Carolina",23.5,15.3,95.8,37.8,Currituck County, North Carolina
0500000US37055,"Dare County, North Carolina",34.7,11.3,91.8,61.1,Dare County, North Carolina
0500000US37057,"Davidson County, North Carolina",18.5,7.9,92.1,65.0,Davidson County, North Carolina
0500000US37059,"Davie County, North Carolina",24.0,9.6,92.6,62.9,Davie County, North Carolina
0500000US37061,"Duplin County, North Carolina",12.1,7.2,78.7,82.1,Duplin County, North Carolina
0500000US37063,"Durham County, North Carolina",48.2,6.0,81.4,66.3,Durham County, North Carolina
0500000US37065,"Edgecombe County, North Carolina",13.6,6.3,95.4,61.5,Edgecombe County, North Carolina
0500000US37067,"Forsyth County, North Carolina",34.0,7.4,85.3,63.1,Forsyth County, North Carolina
0500000US37069,"Franklin County, North Carolina",22.0,7.5,92.5,67.5,Franklin County, North Carolina
0500000US37071,"Gaston County, North Carolina",21.2,7.8,91.8,57.8,Gaston County, North Carolina
0500000US37073,"Gates County, North Carolina",14.3,9.9,98.2,34.9,Gates County, North Carolina
0500000US37075,"Graham County, North Carolina",12.9,6.8,97.6,89.2,Graham County, North Carolina
0500000US37077,"Granville County, North Carolina",22.5,7.6,92.3,57.8,Granville County, North Carolina
0500000US37079,"Greene County, North Carolina",11.0,6.1,84.2,80.7,Greene County, North Carolina
0500000US37081,"Guilford County, North Carolina",36.0,6.8,86.7,56.3,Guilford County, North Carolina
0500000US37083,"Halifax County, North Carolina",14.4,6.7,96.6,54.1,Halifax County, North Carolina
0500000US37085,"Harnett County, North Carolina",21.9,14.1,89.2,62.0,Harnett County, North Carolina
0500000US37087,"Haywood County, North Carolina",26.0,10.6,96.3,55.4,Haywood County, North Carolina
0500000US37089,"Henderson County, North Carolina",31.8,9.8,89.9,60.3,Henderson County, North Carolina
0500000US37091,"Hertford County, North Carolina",14.9,6.5,94.8,62.5,Hertford County, North Carolina
0500000US37093,"Hoke County, North Carolina",17.7,16.2,88.2,67.8,Hoke County, North Carolina
0500000US37095,"Hyde County, North Carolina",9.2,5.1,87.8,71.5,Hyde County, North Carolina
0500000US37097,"Iredell County, North Carolina",28.4,6.9,90.6,62.1,Iredell County, North Carolina
0500000US37099,"Jackson County, North Carolina",30.4,8.7,93.9,82.5,Jackson County, North Carolina
0500000US37101,"Johnston County, North Carolina",22.9,9.3,87.0,75.9,Johnston County, North Carolina
0500000US37103,"Jones County, North Carolina",12.2,11.8,95.6,64.9,Jones County, North Carolina
0500000US37105,"Lee County, North Carolina",21.5,8.9,82.4,65.1,Lee County, North Carolina
0500000US37107,"Lenoir County, North Carolina",14.9,9.6,92.1,67.6,Lenoir County, North Carolina
0500000US37109,"Lincoln County, North Carolina",23.0,8.9,93.0,48.3,Lincoln County, North Carolina
0500000US37111,"McDowell County, North Carolina",17.4,7.6,93.5,67.5,McDowell County, North Carolina
0500000US37113,"Macon County, North Carolina",23.8,10.3,92.9,67.4,Macon County, North Carolina
0500000US37115,"Madison County, North Carolina",28.5,8.7,97.7,57.8,Madison County, North Carolina
0500000US37117,"Martin County, North Carolina",16.4,7.6,95.6,66.1,Martin County, North Carolina
0500000US37119,"Mecklenburg County, North Carolina",45.4,5.9,80.0,63.7,Mecklenburg County, North Carolina
0500000US37121,"Mitchell County, North Carolina",20.5,6.9,93.8,76.9,Mitchell County, North Carolina
0500000US37123,"Montgomery County, North Carolina",15.7,8.6,84.7,73.1,Montgomery County, North Carolina
0500000US37125,"Moore County, North Carolina",37.4,11.6,92.3,52.5,Moore County, North Carolina
0500000US37127,"Nash County, North Carolina",20.8,8.5,93.6,61.3,Nash County, North Carolina
0500000US37129,"New Hanover County, North Carolina",40.6,8.1,93.3,47.6,New Hanover County, North Carolina
0500000US37131,"Northampton County, North Carolina",13.8,7.6,97.5,70.0,Northampton County, North Carolina
0500000US37133,"Onslow County, North Carolina",22.9,21.6,89.3,35.6,Onslow County, North Carolina
0500000US37135,"Orange County, North Carolina",59.7,4.7,82.9,54.8,Orange County, North Carolina
0500000US37137,"Pamlico County, North Carolina",18.5,15.0,95.1,56.6,Pamlico County, North Carolina
0500000US37139,"Pasquotank County, North Carolina",22.1,12.2,94.1,45.2,Pasquotank County, North Carolina
0500000US37141,"Pender County, North Carolina",27.9,10.3,92.8,65.7,Pender County, North Carolina
0500000US37143,"Perquimans County, North Carolina",20.2,12.6,98.3,44.2,Perquimans County, North Carolina
0500000US37145,"Person County, North Carolina",15.6,7.8,95.2,72.0,Person County, North Carolina
0500000US37147,"Pitt County, North Carolina",32.7,7.9,93.2,59.4,Pitt County, North Carolina
0500000US37149,"Polk County, North Carolina",29.1,9.1,92.8,55.5,Polk County, North Carolina
0500000US37151,"Randolph County, North Carolina",15.7,8.1,87.5,73.9,Randolph County, North Carolina
0500000US37153,"Richmond County, North Carolina",15.7,7.2,93.8,62.1,Richmond County, North Carolina
0500000US37155,"Robeson County, North Carolina",13.7,6.9,92.1,73.6,Robeson County, North Carolina
0500000US37157,"Rockingham County, North Carolina",15.1,6.9,94.1,62.3,Rockingham County, North Carolina
0500000US37159,"Rowan County, North Carolina",18.5,8.6,90.6,72.5,Rowan County, North Carolina
0500000US37161,"Rutherford County, North Carolina",17.8,7.7,95.0,46.1,Rutherford County, North Carolina
0500000US37163,"Sampson County, North Carolina",13.7,7.1,81.8,80.4,Sampson County, North Carolina
0500000US37165,"Scotland County, North Carolina",15.5,8.1,96.0,59.9,Scotland County, North Carolina
0500000US37167,"Stanly County, North Carolina",17.3,7.5,93.5,51.8,Stanly County, North Carolina
0500000US37169,"Stokes County, North Carolina",14.1,8.5,96.7,66.4,Stokes County, North Carolina
0500000US37171,"Surry County, North Carolina",18.0,6.8,90.2,67.4,Surry County, North Carolina
0500000US37173,"Swain County, North Carolina",18.2,7.0,94.1,62.0,Swain County, North Carolina
0500000US37175,"Transylvania County, North Carolina",32.6,11.9,95.5,65.0,Transylvania County, North Carolina
0500000US37177,"Tyrrell County, North Carolina",10.6,9.2,91.6,93.0,Tyrrell County, North Carolina
0500000US37179,"Union County, North Carolina",35.4,7.3,85.1,52.7,Union County, North Carolina
0500000US37181,"Vance County, North Carolina",14.8,6.4,92.2,78.0,Vance County, North Carolina
0500000US37183,"Wake County, North Carolina",52.8,6.3,82.8,56.8,Wake County, North Carolina
0500000US37185,"Warren County, North Carolina",15.8,8.2,96.3,60.9,Warren County, North Carolina
0500000US37187,"Washington County, North Carolina",11.5,9.9,97.7,77.6,Washington County, North Carolina
0500000US37189,"Watauga County, North Carolina",42.2,5.7,95.6,56.3,Watauga County, North Carolina
0500000US37191,"Wayne County, North Carolina",19.0,13.2,86.5,75.3,Wayne County, North Carolina
0500000US37193,"Wilkes County, North Carolina",15.8,7.7,93.6,67.0,Wilkes County, North Carolina
0500000US37195,"Wilson County, North Carolina",19.6,8.9,89.1,61.0,Wilson County, North Carolina
0500000US37197,"Yadkin County, North Carolina",11.6,8.4,90.3,73.8,Yadkin County, North Carolina
0500000US37199,"Yancey County, North Carolina",20.3,5.9,95.5,71.1,Yancey County, North Carolina
0500000US38001,"Adams County, North Dakota",25.6,7.6,96.2,100.0,Adams County, North Dakota
0500000US38003,"Barnes County, North Dakota",29.4,8.6,97.1,79.4,Barnes County, North Dakota
0500000US38005,"Benson County, North Dakota",16.2,7.8,92.6,41.7,Benson County, North Dakota
0500000US38007,"Billings County, North Dakota",26.3,7.0,96.3,71.4,Billings County, North Dakota
0500000US38009,"Bottineau County, North Dakota",24.0,10.5,97.1,52.2,Bottineau County, North Dakota
0500000US38011,"Bowman County, North Dakota",24.2,8.5,95.1,64.5,Bowman County, North Dakota
0500000US38013,"Burke County, North Dakota",22.8,6.5,97.8,54.0,Burke County, North Dakota
0500000US38015,"Burleigh County, North Dakota",35.8,7.7,95.8,55.8,Burleigh County, North Dakota
0500000US38017,"Cass County, North Dakota",40.2,6.5,92.1,60.1,Cass County, North Dakota
0500000US38019,"Cavalier County, North Dakota",19.5,8.6,96.7,58.9,Cavalier County, North Dakota
0500000US38021,"Dickey County, North Dakota",28.8,8.6,92.1,70.1,Dickey County, North Dakota
0500000US38023,"Divide County, North Dakota",18.5,9.9,97.9,45.2,Divide County, North Dakota
0500000US38025,"Dunn County, North Dakota",21.3,10.0,91.9,62.4,Dunn County, North Dakota
0500000US38027,"Eddy County, North Dakota",26.2,7.2,96.1,100.0,Eddy County, North Dakota
0500000US38029,"Emmons County, North Dakota",18.2,8.7,91.8,30.4,Emmons County, North Dakota
0500000US38031,"Foster County, North Dakota",26.7,7.8,98.0,100.0,Foster County, North Dakota
0500000US38033,"Golden Valley County, North Dakota",26.9,8.8,99.1,0.0,Golden Valley County, North Dakota
0500000US38035,"Grand Forks County, North Dakota",35.6,7.8,93.1,61.6,Grand Forks County, North Dakota
0500000US38037,"Grant County, North Dakota",18.1,10.1,95.4,57.6,Grant County, North Dakota
0500000US38039,"Griggs County, North Dakota",25.8,7.2,98.1,0.0,Griggs County, North Dakota
0500000US38041,"Hettinger County, North Dakota",13.0,9.3,96.1,65.6,Hettinger County, North Dakota
0500000US38043,"Kidder County, North Dakota",17.7,8.6,95.3,27.0,Kidder County, North Dakota
0500000US38045,"LaMoure County, North Dakota",24.6,9.1,89.8,47.7,LaMoure County, North Dakota
0500000US38047,"Logan County, North Dakota",19.6,7.6,90.8,52.6,Logan County, North Dakota
0500000US38049,"McHenry County, North Dakota",21.4,11.2,97.3,38.9,McHenry County, North Dakota
0500000US38051,"McIntosh County, North Dakota",15.6,8.1,79.4,37.2,McIntosh County, North Dakota
0500000US38053,"McKenzie County, North Dakota",25.8,6.8,86.8,11.6,McKenzie County, North Dakota
0500000US38055,"McLean County, North Dakota",20.8,9.0,96.6,52.1,McLean County, North Dakota
0500000US38057,"Mercer County, North Dakota",21.7,8.9,93.3,66.7,Mercer County, North Dakota
0500000US38059,"Morton County, North Dakota",26.9,7.3,95.9,31.7,Morton County, North Dakota
0500000US38061,"Mountrail County, North Dakota",20.4,8.0,92.5,58.9,Mountrail County, North Dakota
0500000US38063,"Nelson County, North Dakota",25.0,11.1,95.2,69.9,Nelson County, North Dakota
0500000US38065,"Oliver County, North Dakota",21.1,11.1,96.5,0.0,Oliver County, North Dakota
0500000US38067,"Pembina County, North Dakota",20.6,11.9,96.7,37.2,Pembina County, North Dakota
0500000US38069,"Pierce County, North Dakota",21.0,7.2,98.7,68.0,Pierce County, North Dakota
0500000US38071,"Ramsey County, North Dakota",26.4,8.6,96.0,72.5,Ramsey County, North Dakota
0500000US38073,"Ransom County, North Dakota",19.1,10.0,94.9,62.8,Ransom County, North Dakota
0500000US38075,"Renville County, North Dakota",20.1,11.5,96.5,13.9,Renville County, North Dakota
0500000US38077,"Richland County, North Dakota",21.3,8.1,97.2,29.7,Richland County, North Dakota
0500000US38079,"Rolette County, North Dakota",19.6,6.2,97.5,46.4,Rolette County, North Dakota
0500000US38081,"Sargent County, North Dakota",18.5,8.1,94.0,59.1,Sargent County, North Dakota
0500000US38083,"Sheridan County, North Dakota",14.6,8.3,96.6,55.6,Sheridan County, North Dakota
0500000US38085,"Sioux County, North Dakota",15.0,5.6,94.7,28.6,Sioux County, North Dakota
0500000US38087,"Slope County, North Dakota",25.9,7.2,98.9,100.0,Slope County, North Dakota
0500000US38089,"Stark County, North Dakota",22.4,7.6,95.3,64.4,Stark County, North Dakota
0500000US38091,"Steele County, North Dakota",30.9,10.1,98.1,0.0,Steele County, North Dakota
0500000US38093,"Stutsman County, North Dakota",23.7,8.1,96.8,73.0,Stutsman County, North Dakota
0500000US38095,"Towner County, North Dakota",17.0,7.2,95.5,92.0,Towner County, North Dakota
0500000US38097,"Traill County, North Dakota",28.9,8.5,96.7,62.3,Traill County, North Dakota
0500000US38099,"Walsh County, North Dakota",17.2,7.5,92.3,58.3,Walsh County, North Dakota
0500000US38101,"Ward County, North Dakota",29.3,11.9,93.9,69.6,Ward County, North Dakota
0500000US38103,"Wells County, North Dakota",22.2,6.8,98.3,30.8,Wells County, North Dakota
0500000US38105,"Williams County, North Dakota",23.6,8.1,90.9,61.3,Williams County, North Dakota
0500000US39001,"Adams County, Ohio",13.2,8.5,98.3,39.3,Adams County, Ohio
0500000US39003,"Allen County, Ohio",18.9,8.2,96.9,54.5,Allen County, Ohio
0500000US39005,"Ashland County, Ohio",20.9,7.9,94.9,47.0,Ashland County, Ohio
0500000US39007,"Ashtabula County, Ohio",14.3,9.9,92.9,38.8,Ashtabula County, Ohio
0500000US39009,"Athens County, Ohio",30.2,5.7,94.7,74.2,Athens County, Ohio
0500000US39011,"Auglaize County, Ohio",18.9,7.6,98.1,48.5,Auglaize County, Ohio
0500000US39013,"Belmont County, Ohio",16.7,8.5,98.2,29.2,Belmont County, Ohio
0500000US39015,"Brown County, Ohio",14.9,9.5,98.5,60.9,Brown County, Ohio
0500000US39017,"Butler County, Ohio",30.2,7.3,91.7,53.4,Butler County, Ohio
0500000US39019,"Carroll County, Ohio",13.3,8.4,97.2,14.3,Carroll County, Ohio
0500000US39021,"Champaign County, Ohio",16.1,9.0,98.5,35.4,Champaign County, Ohio
0500000US39023,"Clark County, Ohio",18.7,11.1,96.4,51.2,Clark County, Ohio
0500000US39025,"Clermont County, Ohio",28.6,8.2,97.0,49.7,Clermont County, Ohio
0500000US39027,"Clinton County, Ohio",18.9,9.5,97.8,54.7,Clinton County, Ohio
0500000US39029,"Columbiana County, Ohio",14.9,10.1,97.4,40.7,Columbiana County, Ohio
0500000US39031,"Coshocton County, Ohio",13.2,8.2,91.4,22.4,Coshocton County, Ohio
0500000US39033,"Crawford County, Ohio",14.4,9.5,98.0,53.3,Crawford County, Ohio
0500000US39035,"Cuyahoga County, Ohio",32.5,6.6,87.8,39.7,Cuyahoga County, Ohio
0500000US39037,"Darke County, Ohio",15.8,8.7,98.2,36.2,Darke County, Ohio
0500000US39039,"Defiance County, Ohio",18.0,8.3,95.5,51.1,Defiance County, Ohio
0500000US39041,"Delaware County, Ohio",54.3,6.4,91.2,46.4,Delaware County, Ohio
0500000US39043,"Erie County, Ohio",23.2,9.9,96.7,36.5,Erie County, Ohio
0500000US39045,"Fairfield County, Ohio",27.6,8.7,95.6,41.0,Fairfield County, Ohio
