id,Geographic Area Name,Percent!!SEX AND AGE!!Total population,Percent!!RACE!!Total population!!One race!!White,Percent!!RACE!!Total population!!One race!!Black or African American,Percent!!RACE!!Total population!!One race!!Asian,Percent!!HISPANIC OR LATINO AND RACE!!Total population,gen_z,gen_y,gen_x,baby_boomer,silent_gen,county_name,state
0500000US31171,"Thomas County, Nebraska",645,95.0,0.0,0.0,645,9.9,18.9,13.5,32.9,8.1,Thomas County, Nebraska
0500000US31173,"Thurston County, Nebraska",7181,38.3,0.2,0.8,7181,15.8,12.1,19.1,17.5,5.2,Thurston County, Nebraska
0500000US31175,"Valley County, Nebraska",4206,97.9,0.5,0.0,4206,10.399999999999999,9.8,22.1,26.9,12.4,Valley County, Nebraska
0500000US31177,"Washington County, Nebraska",20361,96.6,1.1,0.3,20361,12.2,9.7,25.6,25.4,7.199999999999999,Washington County, Nebraska
0500000US31179,"Wayne County, Nebraska",9332,95.3,1.4,0.5,9332,26.3,9.5,19.9,19.9,7.800000000000001,Wayne County, Nebraska
0500000US31181,"Webster County, Nebraska",3537,95.4,0.3,0.0,3537,11.3,9.6,21.6,27.1,11.1,Webster County, Nebraska
0500000US31183,"Wheeler County, Nebraska",783,99.1,0.0,0.3,783,5.1,11.2,25.6,29.8,10.9,Wheeler County, Nebraska
0500000US31185,"York County, Nebraska",13745,94.7,1.6,0.4,13745,13.2,12.5,21.8,24.0,9.6,York County, Nebraska
0500000US32001,"Churchill County, Nevada",24259,81.6,2.5,2.8,24259,11.3,13.0,23.7,25.200000000000003,7.300000000000001,Churchill County, Nevada
0500000US32003,"Clark County, Nevada",2182004,60.2,11.7,9.7,2182004,12.3,14.9,27.1,20.6,5.5,Clark County, Nevada
0500000US32005,"Douglas County, Nevada",48132,89.1,0.8,1.8,48132,9.5,9.6,21.700000000000003,35.0,10.8,Douglas County, Nevada
0500000US32007,"Elko County, Nevada",52297,85.6,0.5,1.1,52297,13.3,15.0,25.4,19.3,4.0,Elko County, Nevada
0500000US32009,"Esmeralda County, Nevada",969,95.7,2.6,0.0,969,1.3,9.8,22.5,41.6,9.0,Esmeralda County, Nevada
0500000US32011,"Eureka County, Nevada",1859,93.8,0.1,0.7,1859,6.4,7.4,29.2,28.799999999999997,7.0,Eureka County, Nevada
0500000US32013,"Humboldt County, Nevada",16828,86.4,0.6,0.6,16828,11.2,14.7,24.9,21.9,4.5,Humboldt County, Nevada
0500000US32015,"Lander County, Nevada",5643,93.3,0.9,0.1,5643,8.0,15.2,24.5,22.5,6.4,Lander County, Nevada
0500000US32017,"Lincoln County, Nevada",5180,88.6,4.5,0.9,5180,14.9,11.8,23.6,28.1,8.3,Lincoln County, Nevada
0500000US32019,"Lyon County, Nevada",54380,85.1,0.8,1.3,54380,10.5,12.2,23.9,28.4,7.3999999999999995,Lyon County, Nevada
0500000US32021,"Mineral County, Nevada",4460,68.2,5.1,1.3,4460,12.1,8.9,16.799999999999997,33.0,14.0,Mineral County, Nevada
0500000US32023,"Nye County, Nevada",44380,83.1,1.9,1.7,44380,9.2,8.6,21.2,35.2,11.9,Nye County, Nevada
0500000US32027,"Pershing County, Nevada",6615,80.2,3.8,1.1,6615,7.0,17.1,31.9,24.0,5.6,Pershing County, Nevada
0500000US32029,"Storey County, Nevada",3988,87.6,1.7,0.9,3988,9.5,6.1,25.9,34.0,9.6,Storey County, Nevada
0500000US32031,"Washoe County, Nevada",456936,77.6,2.3,5.3,456936,12.6,15.0,25.0,23.299999999999997,5.800000000000001,Washoe County, Nevada
0500000US32033,"White Pine County, Nevada",9679,85.1,5.9,0.9,9679,10.3,14.5,27.6,23.700000000000003,7.3,White Pine County, Nevada
0500000US32510,"Carson City, Nevada",54773,82.0,2.1,2.7,54773,11.2,12.7,24.4,26.4,8.3,Carson City, Nevada
0500000US33001,"Belknap County, New Hampshire",60887,96.3,0.7,0.9,60887,10.7,10.4,24.9,30.4,8.4,Belknap County, New Hampshire
0500000US33003,"Carroll County, New Hampshire",48138,97.2,0.5,0.7,48138,9.5,8.9,23.1,35.2,10.5,Carroll County, New Hampshire
0500000US33005,"Cheshire County, New Hampshire",76042,95.1,0.9,1.3,76042,15.2,11.8,23.3,27.0,7.800000000000001,Cheshire County, New Hampshire
0500000US33007,"Coos County, New Hampshire",31741,94.0,2.6,0.5,31741,10.2,10.9,25.5,30.400000000000002,9.8,Coos County, New Hampshire
0500000US33009,"Grafton County, New Hampshire",89777,92.2,1.2,3.7,89777,16.1,12.3,22.7,27.2,8.4,Grafton County, New Hampshire
0500000US33011,"Hillsborough County, New Hampshire",413035,89.4,2.9,4.0,413035,12.600000000000001,13.4,27.200000000000003,23.7,6.199999999999999,Hillsborough County, New Hampshire
0500000US33013,"Merrimack County, New Hampshire",149917,94.1,1.4,2.1,149917,13.2,12.0,26.1,25.9,7.1,Merrimack County, New Hampshire
0500000US33015,"Rockingham County, New Hampshire",306359,94.7,0.8,2.1,306359,11.5,11.7,27.5,26.9,6.699999999999999,Rockingham County, New Hampshire
0500000US33017,"Strafford County, New Hampshire",129124,92.6,1.0,3.4,129124,19.200000000000003,13.1,24.4,22.2,5.8999999999999995,Strafford County, New Hampshire
0500000US33019,"Sullivan County, New Hampshire",43104,96.3,0.8,0.8,43104,10.4,11.5,25.3,29.299999999999997,8.2,Sullivan County, New Hampshire
0500000US34001,"Atlantic County, New Jersey",266105,65.8,14.6,7.9,266105,13.0,11.9,25.2,24.9,7.4,Atlantic County, New Jersey
0500000US34003,"Bergen County, New Jersey",930390,71.6,6.0,16.3,930390,12.0,11.5,28.0,23.2,7.8,Bergen County, New Jersey
0500000US34005,"Burlington County, New Jersey",445702,72.0,16.9,5.1,445702,12.399999999999999,12.4,27.0,23.8,7.3,Burlington County, New Jersey
0500000US34007,"Camden County, New Jersey",506738,63.6,19.3,5.7,506738,12.3,13.8,26.2,22.200000000000003,6.6,Camden County, New Jersey
0500000US34009,"Cape May County, New Jersey",93086,91.4,4.5,0.9,93086,10.600000000000001,10.2,22.1,31.5,11.0,Cape May County, New Jersey
0500000US34011,"Cumberland County, New Jersey",151906,68.1,19.5,1.4,151906,12.2,14.4,26.4,20.7,6.4,Cumberland County, New Jersey
0500000US34013,"Essex County, New Jersey",795404,42.9,39.7,5.3,795404,12.8,13.6,28.0,19.8,5.8,Essex County, New Jersey
0500000US34015,"Gloucester County, New Jersey",291165,81.4,10.2,3.1,291165,13.0,12.3,27.2,23.299999999999997,6.199999999999999,Gloucester County, New Jersey
0500000US34017,"Hudson County, New Jersey",670046,54.8,12.1,15.2,670046,11.0,20.8,28.1,17.3,5.1,Hudson County, New Jersey
0500000US34019,"Hunterdon County, New Jersey",124823,90.5,2.6,4.1,124823,13.600000000000001,8.7,27.4,27.9,7.2,Hunterdon County, New Jersey
0500000US34021,"Mercer County, New Jersey",367922,62.9,20.7,11.1,367922,15.2,12.4,26.9,21.5,6.6,Mercer County, New Jersey
0500000US34023,"Middlesex County, New Jersey",825920,57.9,10.3,24.0,825920,13.1,13.5,27.700000000000003,21.200000000000003,6.4,Middlesex County, New Jersey
0500000US34025,"Monmouth County, New Jersey",621659,82.4,7.2,5.4,621659,12.6,10.6,26.8,25.3,7.3,Monmouth County, New Jersey
0500000US34027,"Morris County, New Jersey",493379,81.5,3.5,10.3,493379,12.8,10.8,28.1,23.7,7.5,Morris County, New Jersey
0500000US34029,"Ocean County, New Jersey",596415,90.9,3.1,1.9,596415,11.2,10.8,22.1,25.3,10.5,Ocean County, New Jersey
0500000US34031,"Passaic County, New Jersey",503637,64.0,11.2,5.2,503637,13.8,13.5,26.0,20.7,6.199999999999999,Passaic County, New Jersey
0500000US34033,"Salem County, New Jersey",62990,80.0,13.2,1.1,62990,12.3,11.3,25.700000000000003,25.1,7.9,Salem County, New Jersey
0500000US34035,"Somerset County, New Jersey",329838,66.3,9.7,17.7,329838,12.5,10.8,29.0,23.0,6.8,Somerset County, New Jersey
0500000US34037,"Sussex County, New Jersey",141483,92.8,2.3,2.1,141483,12.6,10.5,27.5,27.1,6.2,Sussex County, New Jersey
0500000US34039,"Union County, New Jersey",554033,54.9,21.2,5.1,554033,12.5,12.8,28.1,20.8,6.199999999999999,Union County, New Jersey
0500000US34041,"Warren County, New Jersey",105862,88.5,4.5,2.7,105862,12.6,10.9,27.1,25.799999999999997,7.699999999999999,Warren County, New Jersey
0500000US35001,"Bernalillo County, New Mexico",677858,74.3,3.0,2.6,677858,13.0,15.0,25.1,22.299999999999997,6.3,Bernalillo County, New Mexico
0500000US35003,"Catron County, New Mexico",3526,97.9,0.0,0.0,3526,8.8,4.1,18.8,41.8,15.8,Catron County, New Mexico
0500000US35005,"Chaves County, New Mexico",65144,87.6,1.6,1.0,65144,14.7,12.8,23.0,20.900000000000002,6.8,Chaves County, New Mexico
0500000US35006,"Cibola County, New Mexico",26891,48.1,1.1,0.1,26891,13.0,14.1,24.4,22.700000000000003,6.2,Cibola County, New Mexico
0500000US35007,"Colfax County, New Mexico",12168,85.4,0.7,0.4,12168,9.6,10.5,20.9,32.7,11.0,Colfax County, New Mexico
0500000US35009,"Curry County, New Mexico",49732,66.4,5.1,1.3,49732,16.0,17.3,21.6,17.0,5.6,Curry County, New Mexico
0500000US35011,"De Baca County, New Mexico",2040,66.9,1.6,0.3,2040,18.6,5.9,23.7,19.0,7.5,De Baca County, New Mexico
0500000US35013,"Doña Ana County, New Mexico",216069,87.1,1.8,1.1,216069,18.700000000000003,12.9,21.4,19.8,6.5,Doña Ana County, New Mexico
0500000US35015,"Eddy County, New Mexico",57732,90.1,1.6,0.5,57732,13.3,14.3,23.5,20.4,6.300000000000001,Eddy County, New Mexico
0500000US35017,"Grant County, New Mexico",27669,92.6,1.0,0.6,27669,11.3,10.4,20.6,30.2,11.0,Grant County, New Mexico
0500000US35019,"Guadalupe County, New Mexico",4353,78.0,0.8,0.2,4353,7.5,14.1,25.299999999999997,26.1,10.5,Guadalupe County, New Mexico
0500000US35021,"Harding County, New Mexico",441,82.3,0.0,0.0,441,7.7,10.2,15.4,38.099999999999994,16.8,Harding County, New Mexico
0500000US35023,"Hidalgo County, New Mexico",4297,93.8,1.3,0.0,4297,12.2,10.1,22.9,27.7,8.5,Hidalgo County, New Mexico
0500000US35025,"Lea County, New Mexico",70277,88.4,3.8,0.6,70277,14.600000000000001,14.7,23.7,17.0,4.6,Lea County, New Mexico
0500000US35027,"Lincoln County, New Mexico",19461,96.8,0.5,0.1,19461,9.3,9.4,20.6,34.099999999999994,11.2,Lincoln County, New Mexico
0500000US35028,"Los Alamos County, New Mexico",18625,85.5,0.6,5.0,18625,9.9,12.1,26.1,25.7,7.3,Los Alamos County, New Mexico
0500000US35029,"Luna County, New Mexico",24083,92.3,1.6,0.8,24083,13.8,11.5,20.4,22.7,9.3,Luna County, New Mexico
0500000US35031,"McKinley County, New Mexico",72438,14.4,0.7,1.1,72438,14.7,14.5,23.2,18.5,4.8,McKinley County, New Mexico
0500000US35033,"Mora County, New Mexico",4536,65.9,0.0,0.0,4536,13.2,10.1,17.2,38.7,11.600000000000001,Mora County, New Mexico
0500000US35035,"Otero County, New Mexico",66137,79.1,3.5,1.3,66137,14.3,14.7,22.0,21.9,7.3,Otero County, New Mexico
0500000US35037,"Quay County, New Mexico",8326,88.6,1.7,0.9,8326,9.0,11.3,20.6,29.3,10.1,Quay County, New Mexico
0500000US35039,"Rio Arriba County, New Mexico",39159,53.1,0.6,0.5,39159,12.3,11.4,23.6,25.5,7.7,Rio Arriba County, New Mexico
0500000US35041,"Roosevelt County, New Mexico",18888,75.5,2.8,0.6,18888,22.2,13.0,20.1,17.8,6.3999999999999995,Roosevelt County, New Mexico
0500000US35043,"Sandoval County, New Mexico",142704,72.1,2.3,1.4,142704,12.100000000000001,12.5,25.2,24.6,6.300000000000001,Sandoval County, New Mexico
0500000US35045,"San Juan County, New Mexico",126515,52.3,0.8,0.8,126515,13.1,13.8,23.6,21.1,5.8999999999999995,San Juan County, New Mexico
0500000US35047,"San Miguel County, New Mexico",27738,60.9,1.3,1.2,27738,14.2,11.3,23.200000000000003,28.0,8.2,San Miguel County, New Mexico
0500000US35049,"Santa Fe County, New Mexico",149293,83.8,1.1,1.3,149293,10.8,11.2,24.0,30.700000000000003,8.3,Santa Fe County, New Mexico
0500000US35051,"Sierra County, New Mexico",11031,89.8,0.4,0.8,11031,8.5,6.6,20.0,35.400000000000006,16.3,Sierra County, New Mexico
0500000US35053,"Socorro County, New Mexico",16858,79.7,0.6,3.3,16858,15.6,10.5,22.2,25.5,7.1,Socorro County, New Mexico
0500000US35055,"Taos County, New Mexico",32786,84.4,0.5,0.9,32786,10.899999999999999,9.0,23.3,32.2,9.8,Taos County, New Mexico
0500000US35057,"Torrance County, New Mexico",15519,91.0,0.8,0.1,15519,13.600000000000001,10.2,23.4,28.5,7.2,Torrance County, New Mexico
0500000US35059,"Union County, New Mexico",4133,86.7,1.6,0.0,4133,8.5,15.0,24.3,24.1,9.7,Union County, New Mexico
0500000US35061,"Valencia County, New Mexico",76027,83.0,1.4,0.9,76027,13.0,12.1,24.4,24.299999999999997,6.8,Valencia County, New Mexico
0500000US36001,"Albany County, New York",306968,75.3,12.4,6.6,306968,18.1,13.1,23.9,22.6,7.1,Albany County, New York
0500000US36003,"Allegany County, New York",46688,95.5,1.5,1.2,46688,19.1,10.1,21.5,25.0,7.7,Allegany County, New York
0500000US36005,"Bronx County, New York",1435068,22.0,35.2,3.7,1435068,14.2,15.9,25.299999999999997,18.0,5.5,Bronx County, New York
0500000US36007,"Broome County, New York",193188,85.5,5.7,4.3,193188,17.8,11.1,22.3,24.1,8.8,Broome County, New York
0500000US36009,"Cattaraugus County, New York",77121,91.9,1.4,0.8,77121,13.1,10.9,23.799999999999997,25.9,7.8999999999999995,Cattaraugus County, New York
0500000US36011,"Cayuga County, New York",77425,91.8,4.3,0.6,77425,12.3,12.2,25.5,26.2,7.8,Cayuga County, New York
0500000US36013,"Chautauqua County, New York",128496,92.2,2.6,0.6,128496,13.6,11.7,23.3,26.0,8.7,Chautauqua County, New York
0500000US36015,"Chemung County, New York",84895,88.1,6.3,1.3,84895,12.0,12.4,24.9,24.8,8.2,Chemung County, New York
0500000US36017,"Chenango County, New York",47909,96.1,1.0,0.5,47909,11.3,11.1,24.700000000000003,27.6,8.4,Chenango County, New York
0500000US36019,"Clinton County, New York",80583,90.9,4.3,1.4,80583,16.5,12.7,24.9,24.0,6.9,Clinton County, New York
0500000US36021,"Columbia County, New York",60371,89.0,4.5,1.8,60371,10.6,10.9,24.9,29.9,9.7,Columbia County, New York
0500000US36023,"Cortland County, New York",47865,94.6,1.9,0.8,47865,21.4,11.6,22.3,22.3,6.699999999999999,Cortland County, New York
0500000US36025,"Delaware County, New York",44995,94.7,1.8,0.8,44995,13.5,9.8,22.5,30.5,10.100000000000001,Delaware County, New York
0500000US36027,"Dutchess County, New York",293754,78.2,10.5,3.5,293754,14.7,11.7,26.3,24.5,7.4,Dutchess County, New York
0500000US36029,"Erie County, New York",919355,77.8,13.5,3.6,919355,13.100000000000001,14.2,24.2,24.200000000000003,7.8,Erie County, New York
0500000US36031,"Essex County, New York",37459,92.9,3.2,0.3,37459,10.5,12.1,25.0,29.7,9.8,Essex County, New York
0500000US36033,"Franklin County, New York",50477,82.7,5.7,0.6,50477,14.1,13.6,25.3,24.0,6.6,Franklin County, New York
0500000US36035,"Fulton County, New York",53646,94.4,2.1,0.8,53646,11.4,12.0,26.0,25.9,8.0,Fulton County, New York
0500000US36037,"Genesee County, New York",57808,91.9,2.1,0.8,57808,11.8,12.7,25.1,25.4,8.3,Genesee County, New York
0500000US36039,"Greene County, New York",47424,89.6,5.8,1.0,47424,11.899999999999999,12.2,25.0,28.6,8.8,Greene County, New York
0500000US36041,"Hamilton County, New York",4515,97.3,0.8,0.1,4515,10.1,6.6,21.8,39.0,11.700000000000001,Hamilton County, New York
0500000US36043,"Herkimer County, New York",62057,95.7,1.3,0.6,62057,12.5,11.0,24.2,26.6,8.7,Herkimer County, New York
0500000US36045,"Jefferson County, New York",112842,86.4,6.1,1.8,112842,15.9,17.0,22.3,18.4,5.5,Jefferson County, New York
0500000US36047,"Kings County, New York",2589974,43.7,32.2,11.9,2589974,11.8,18.3,25.700000000000003,18.8,5.8999999999999995,Kings County, New York
0500000US36049,"Lewis County, New York",26572,96.8,0.7,0.5,26572,11.9,11.5,24.2,25.6,7.9,Lewis County, New York
0500000US36051,"Livingston County, New York",63591,92.6,2.9,1.3,63591,18.5,10.9,24.1,24.9,7.1,Livingston County, New York
0500000US36053,"Madison County, New York",71205,94.6,1.8,0.9,71205,17.1,10.4,24.1,25.5,7.3,Madison County, New York
0500000US36055,"Monroe County, New York",743341,76.0,15.3,3.6,743341,13.8,14.1,24.4,23.299999999999997,7.199999999999999,Monroe County, New York
0500000US36057,"Montgomery County, New York",49302,87.2,2.2,0.7,49302,11.8,12.6,24.3,24.4,8.1,Montgomery County, New York
0500000US36059,"Nassau County, New York",1356509,68.0,11.7,9.7,1356509,12.9,11.6,26.3,23.799999999999997,7.9,Nassau County, New York
0500000US36061,"New York County, New York",1631993,56.5,14.8,12.2,1631993,11.100000000000001,22.4,26.700000000000003,20.299999999999997,7.300000000000001,New York County, New York
0500000US36063,"Niagara County, New York",210820,87.2,7.0,1.1,210820,12.0,12.5,24.7,26.299999999999997,7.9,Niagara County, New York
0500000US36065,"Oneida County, New York",229959,85.3,6.0,4.0,229959,13.3,12.4,24.3,24.1,8.3,Oneida County, New York
0500000US36067,"Onondaga County, New York",462872,79.6,11.4,3.7,462872,14.2,13.3,24.4,23.3,7.300000000000001,Onondaga County, New York
0500000US36069,"Ontario County, New York",109511,92.6,2.5,1.4,109511,13.0,11.0,24.9,26.6,7.9,Ontario County, New York
0500000US36071,"Orange County, New York",380085,74.1,11.0,2.7,380085,15.1,11.6,26.0,20.799999999999997,5.6,Orange County, New York
0500000US36073,"Orleans County, New York",40904,88.9,5.8,0.6,40904,12.2,13.1,26.1,25.700000000000003,7.3,Orleans County, New York
0500000US36075,"Oswego County, New York",118339,95.6,1.1,0.7,118339,14.9,12.0,25.1,24.3,6.2,Oswego County, New York
0500000US36077,"Otsego County, New York",59972,93.4,2.2,1.4,59972,20.2,9.7,21.5,26.6,8.8,Otsego County, New York
0500000US36079,"Putnam County, New York",98787,86.9,3.1,2.1,98787,12.600000000000001,10.8,28.099999999999998,25.9,6.6,Putnam County, New York
0500000US36081,"Queens County, New York",2287388,38.3,18.3,25.5,2287388,11.0,16.2,27.5,21.6,6.699999999999999,Queens County, New York
0500000US36083,"Rensselaer County, New York",159185,86.1,6.5,2.7,159185,13.8,14.0,25.3,24.200000000000003,6.7,Rensselaer County, New York
0500000US36085,"Richmond County, New York",474893,74.1,10.3,9.3,474893,12.4,13.5,26.6,23.0,6.6,Richmond County, New York
0500000US36087,"Rockland County, New York",324422,70.7,12.3,5.9,324422,13.899999999999999,11.5,23.5,20.6,7.1000000000000005,Rockland County, New York
0500000US36089,"St. Lawrence County, New York",108913,92.8,2.4,1.0,108913,17.3,11.7,23.4,23.5,7.2,St. Lawrence County, New York
0500000US36091,"Saratoga County, New York",228502,92.7,1.7,2.9,228502,12.2,11.8,27.5,25.0,6.9,Saratoga County, New York
0500000US36093,"Schenectady County, New York",154859,76.3,10.1,4.7,154859,13.3,12.8,25.5,22.9,7.6,Schenectady County, New York
0500000US36095,"Schoharie County, New York",31222,95.4,1.6,0.9,31222,14.2,10.5,24.0,28.4,8.600000000000001,Schoharie County, New York
0500000US36097,"Schuyler County, New York",17920,96.5,1.0,0.7,17920,10.6,11.5,25.0,29.0,8.3,Schuyler County, New York
0500000US36099,"Seneca County, New York",34390,91.2,5.1,0.8,34390,11.7,14.0,24.2,26.1,7.7,Seneca County, New York
0500000US36101,"Steuben County, New York",96422,94.7,1.7,1.5,96422,11.7,11.6,25.0,25.9,8.100000000000001,Steuben County, New York
0500000US36103,"Suffolk County, New York",1483832,80.7,7.8,3.9,1483832,13.1,11.7,27.1,23.5,7.2,Suffolk County, New York
0500000US36105,"Sullivan County, New York",75116,79.8,8.0,1.7,75116,11.8,11.9,25.4,26.200000000000003,7.1,Sullivan County, New York
0500000US36107,"Tioga County, New York",48686,96.3,0.7,0.8,48686,11.6,10.5,24.9,27.0,8.7,Tioga County, New York
0500000US36109,"Tompkins County, New York",102642,80.2,3.8,9.7,102642,29.700000000000003,12.6,20.299999999999997,19.700000000000003,5.5,Tompkins County, New York
0500000US36111,"Ulster County, New York",178665,84.5,6.0,1.9,178665,12.6,12.4,25.8,26.799999999999997,7.7,Ulster County, New York
0500000US36113,"Warren County, New York",64276,95.6,1.3,1.0,64276,10.8,11.9,24.9,28.8,8.9,Warren County, New York
0500000US36115,"Washington County, New York",61616,93.6,3.2,0.6,61616,11.4,11.8,27.0,26.4,7.8999999999999995,Washington County, New York
0500000US36117,"Wayne County, New York",90519,92.9,2.8,0.8,90519,11.7,11.0,25.7,26.5,7.4,Wayne County, New York
0500000US36119,"Westchester County, New York",968890,64.3,14.9,6.0,968890,12.9,11.4,27.299999999999997,22.4,7.8,Westchester County, New York
0500000US36121,"Wyoming County, New York",40305,91.5,4.1,0.4,40305,11.7,13.5,26.299999999999997,25.5,6.7,Wyoming County, New York
0500000US36123,"Yates County, New York",25011,96.4,1.0,0.7,25011,15.100000000000001,10.6,20.8,26.9,8.3,Yates County, New York
0500000US37001,"Alamance County, North Carolina",163324,69.8,19.5,1.6,163324,14.3,12.3,25.4,22.4,7.199999999999999,Alamance County, North Carolina
0500000US37003,"Alexander County, North Carolina",37213,87.7,5.8,1.0,37213,11.3,11.7,26.6,25.5,8.3,Alexander County, North Carolina
0500000US37005,"Alleghany County, North Carolina",11008,95.4,2.4,0.5,11008,9.3,9.9,23.700000000000003,31.4,11.6,Alleghany County, North Carolina
0500000US37007,"Anson County, North Carolina",24902,47.8,48.6,1.3,24902,11.9,14.3,26.2,24.7,7.1,Anson County, North Carolina
0500000US37009,"Ashe County, North Carolina",26863,95.4,0.7,0.4,26863,9.7,10.2,25.0,30.6,10.1,Ashe County, North Carolina
0500000US37011,"Avery County, North Carolina",17506,92.0,4.0,0.4,17506,12.1,12.3,27.7,27.1,9.0,Avery County, North Carolina
0500000US37013,"Beaufort County, North Carolina",47168,72.0,25.0,0.1,47168,11.0,9.9,23.8,29.5,9.3,Beaufort County, North Carolina
0500000US37015,"Bertie County, North Carolina",19380,35.2,61.6,0.8,19380,11.3,12.7,23.6,28.3,9.7,Bertie County, North Carolina
0500000US37017,"Bladen County, North Carolina",33407,57.7,34.7,0.1,33407,11.1,11.0,24.3,28.200000000000003,8.2,Bladen County, North Carolina
0500000US37019,"Brunswick County, North Carolina",131815,84.2,9.8,0.6,131815,8.2,9.2,21.2,38.8,9.7,Brunswick County, North Carolina
0500000US37021,"Buncombe County, North Carolina",256886,88.8,6.3,1.3,256886,11.1,13.8,26.3,25.4,7.9,Buncombe County, North Carolina
0500000US37023,"Burke County, North Carolina",89968,84.3,6.1,3.6,89968,12.3,11.8,26.1,26.3,8.3,Burke County, North Carolina
0500000US37025,"Cabarrus County, North Carolina",206615,70.5,18.0,3.7,206615,12.6,12.4,29.2,19.6,5.1,Cabarrus County, North Carolina
0500000US37027,"Caldwell County, North Carolina",81884,88.9,4.6,0.5,81884,11.5,11.1,26.8,26.3,7.8,Caldwell County, North Carolina
0500000US37029,"Camden County, North Carolina",10551,82.6,13.8,1.8,10551,10.6,10.7,29.4,23.3,7.1,Camden County, North Carolina
0500000US37031,"Carteret County, North Carolina",69070,89.9,5.3,1.2,69070,9.9,9.8,24.799999999999997,31.6,9.399999999999999,Carteret County, North Carolina
0500000US37033,"Caswell County, North Carolina",22684,63.1,32.7,0.7,22684,10.9,10.7,26.1,28.7,8.2,Caswell County, North Carolina
0500000US37035,"Catawba County, North Carolina",157613,79.1,8.2,4.3,157613,12.6,11.6,26.299999999999997,24.4,6.9,Catawba County, North Carolina
0500000US37037,"Chatham County, North Carolina",71338,80.9,11.3,1.5,71338,10.100000000000001,8.6,25.7,28.8,10.0,Chatham County, North Carolina
0500000US37039,"Cherokee County, North Carolina",27969,93.3,1.2,0.7,27969,9.3,8.8,22.7,34.2,11.3,Cherokee County, North Carolina
0500000US37041,"Chowan County, North Carolina",14097,61.1,35.2,0.3,14097,9.2,13.1,22.1,29.799999999999997,10.1,Chowan County, North Carolina
0500000US37043,"Clay County, North Carolina",10946,96.7,2.1,0.2,10946,7.3,9.0,20.6,34.900000000000006,12.0,Clay County, North Carolina
0500000US37045,"Cleveland County, North Carolina",97282,74.6,21.0,1.0,97282,13.2,11.2,25.3,24.9,7.300000000000001,Cleveland County, North Carolina
0500000US37047,"Columbus County, North Carolina",56068,62.0,30.5,0.4,56068,12.6,12.2,24.9,25.299999999999997,8.0,Columbus County, North Carolina
0500000US37049,"Craven County, North Carolina",102491,70.4,21.6,2.8,102491,15.8,13.2,21.5,23.3,7.9,Craven County, North Carolina
0500000US37051,"Cumberland County, North Carolina",332861,50.0,37.0,2.5,332861,17.200000000000003,17.1,22.6,17.4,4.7,Cumberland County, North Carolina
0500000US37053,"Currituck County, North Carolina",26363,90.4,5.5,0.4,26363,10.7,11.5,28.1,26.1,5.6,Currituck County, North Carolina
0500000US37055,"Dare County, North Carolina",36222,92.7,3.0,0.8,36222,9.7,9.8,26.4,31.1,7.1,Dare County, North Carolina
0500000US37057,"Davidson County, North Carolina",165381,85.8,9.2,1.6,165381,11.6,11.4,26.8,24.6,7.4,Davidson County, North Carolina
0500000US37059,"Davie County, North Carolina",42257,89.3,5.0,0.7,42257,11.399999999999999,10.0,26.6,26.4,8.7,Davie County, North Carolina
0500000US37061,"Duplin County, North Carolina",58967,71.2,23.8,0.4,58967,12.3,11.3,24.6,24.4,7.5,Duplin County, North Carolina
0500000US37063,"Durham County, North Carolina",311848,51.9,36.5,4.9,311848,13.3,18.0,26.5,19.400000000000002,4.8,Durham County, North Carolina
0500000US37065,"Edgecombe County, North Carolina",52648,39.4,57.6,0.2,52648,12.2,11.8,23.3,26.200000000000003,7.7,Edgecombe County, North Carolina
0500000US37067,"Forsyth County, North Carolina",375195,66.1,26.2,2.4,375195,13.8,13.1,25.5,22.1,6.5,Forsyth County, North Carolina
0500000US37069,"Franklin County, North Carolina",66362,67.3,25.0,0.5,66362,12.3,11.4,27.0,24.7,6.3,Franklin County, North Carolina
0500000US37071,"Gaston County, North Carolina",219271,77.1,16.3,1.5,219271,12.2,13.0,27.2,22.7,6.3,Gaston County, North Carolina
0500000US37073,"Gates County, North Carolina",11548,63.3,33.4,0.5,11548,10.6,10.2,25.9,29.1,7.2,Gates County, North Carolina
0500000US37075,"Graham County, North Carolina",8509,87.4,0.2,0.0,8509,11.8,9.6,24.6,27.1,10.1,Graham County, North Carolina
0500000US37077,"Granville County, North Carolina",59328,61.0,30.1,0.5,59328,12.6,11.4,28.0,24.700000000000003,6.5,Granville County, North Carolina
0500000US37079,"Greene County, North Carolina",21033,59.5,34.9,0.1,21033,11.899999999999999,13.3,27.5,24.0,6.300000000000001,Greene County, North Carolina
0500000US37081,"Guilford County, North Carolina",527868,55.2,33.9,4.9,527868,14.899999999999999,13.7,25.700000000000003,21.1,6.1,Guilford County, North Carolina
0500000US37083,"Halifax County, North Carolina",51190,40.5,52.8,0.7,51190,11.6,11.5,24.0,26.6,8.5,Halifax County, North Carolina
0500000US37085,"Harnett County, North Carolina",132283,67.1,20.8,1.1,132283,13.0,15.7,26.0,18.200000000000003,4.800000000000001,Harnett County, North Carolina
0500000US37087,"Haywood County, North Carolina",61053,95.5,0.9,0.7,61053,10.1,11.2,24.2,29.4,10.2,Haywood County, North Carolina
