id,Geographic Area Name,"Percent!!OCCUPATION!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations",Percent!!OCCUPATION!!Civilian employed population 16 years and over!!Service occupations,Percent!!OCCUPATION!!Civilian employed population 16 years and over!!Sales and office occupations,"Percent!!OCCUPATION!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations","Percent!!OCCUPATION!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations",Estimate!!INCOME AND BENEFITS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Median earnings for workers (dollars),Percent!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!No health insurance coverage,county_name,state
0500000US13155,"Irwin County, Georgia",31.5,15.5,18.7,14.6,19.7,25106.0,18.4,Irwin County, Georgia
0500000US13157,"Jackson County, Georgia",35.6,15.6,22.0,10.6,16.1,37148.0,11.8,Jackson County, Georgia
0500000US13159,"Jasper County, Georgia",26.7,13.8,21.4,17.3,20.7,30235.0,12.2,Jasper County, Georgia
0500000US13161,"Jeff Davis County, Georgia",24.2,15.4,24.2,10.5,25.7,28713.0,18.4,Jeff Davis County, Georgia
0500000US13163,"Jefferson County, Georgia",23.5,13.7,17.3,14.5,31.0,26155.0,14.8,Jefferson County, Georgia
0500000US13165,"Jenkins County, Georgia",26.4,25.6,15.9,11.0,21.1,20298.0,16.9,Jenkins County, Georgia
0500000US13167,"Johnson County, Georgia",22.4,18.3,16.3,14.6,28.4,30380.0,13.9,Johnson County, Georgia
0500000US13169,"Jones County, Georgia",33.6,11.2,26.1,11.8,17.3,34252.0,9.9,Jones County, Georgia
0500000US13171,"Lamar County, Georgia",27.8,16.9,20.8,8.9,25.6,26047.0,12.6,Lamar County, Georgia
0500000US13173,"Lanier County, Georgia",36.1,18.0,19.8,12.2,13.9,30452.0,14.6,Lanier County, Georgia
0500000US13175,"Laurens County, Georgia",31.8,18.7,19.7,10.5,19.3,29264.0,11.4,Laurens County, Georgia
0500000US13177,"Lee County, Georgia",40.0,12.1,22.8,13.6,11.5,39536.0,10.0,Lee County, Georgia
0500000US13179,"Liberty County, Georgia",28.1,21.6,20.1,11.2,19.0,29841.0,11.2,Liberty County, Georgia
0500000US13181,"Lincoln County, Georgia",23.4,21.6,19.1,16.3,19.6,27557.0,12.4,Lincoln County, Georgia
0500000US13183,"Long County, Georgia",29.1,17.2,20.1,13.9,19.6,33155.0,15.4,Long County, Georgia
0500000US13185,"Lowndes County, Georgia",31.4,19.4,25.8,8.7,14.7,26583.0,14.9,Lowndes County, Georgia
0500000US13187,"Lumpkin County, Georgia",26.9,25.0,21.8,9.0,17.2,25518.0,11.6,Lumpkin County, Georgia
0500000US13189,"McDuffie County, Georgia",26.3,15.0,24.1,12.2,22.4,25607.0,12.1,McDuffie County, Georgia
0500000US13191,"McIntosh County, Georgia",25.8,17.1,27.1,12.6,17.4,28581.0,14.9,McIntosh County, Georgia
0500000US13193,"Macon County, Georgia",20.0,19.0,17.8,12.4,30.8,26660.0,18.7,Macon County, Georgia
0500000US13195,"Madison County, Georgia",28.2,16.1,22.8,12.5,20.3,31613.0,15.1,Madison County, Georgia
0500000US13197,"Marion County, Georgia",24.2,15.3,21.3,17.8,21.4,30890.0,10.7,Marion County, Georgia
0500000US13199,"Meriwether County, Georgia",26.1,15.6,14.4,17.4,26.5,26942.0,13.8,Meriwether County, Georgia
0500000US13201,"Miller County, Georgia",33.8,19.6,18.9,11.3,16.3,30918.0,15.2,Miller County, Georgia
0500000US13205,"Mitchell County, Georgia",26.0,20.6,19.8,11.5,22.0,26047.0,17.2,Mitchell County, Georgia
0500000US13207,"Monroe County, Georgia",39.3,13.7,23.4,9.1,14.4,32592.0,12.0,Monroe County, Georgia
0500000US13209,"Montgomery County, Georgia",32.4,19.6,16.8,14.0,17.1,26255.0,14.6,Montgomery County, Georgia
0500000US13211,"Morgan County, Georgia",33.6,13.1,20.3,14.4,18.7,37515.0,11.2,Morgan County, Georgia
0500000US13213,"Murray County, Georgia",18.1,13.0,23.7,12.6,32.7,30290.0,14.6,Murray County, Georgia
0500000US13215,"Muscogee County, Georgia",32.9,19.4,24.6,8.1,15.0,28141.0,11.5,Muscogee County, Georgia
0500000US13217,"Newton County, Georgia",28.4,17.2,22.7,10.9,20.8,30665.0,13.0,Newton County, Georgia
0500000US13219,"Oconee County, Georgia",55.4,12.6,18.0,5.3,8.8,40645.0,6.7,Oconee County, Georgia
0500000US13221,"Oglethorpe County, Georgia",32.3,13.0,18.1,15.3,21.2,30833.0,12.2,Oglethorpe County, Georgia
0500000US13223,"Paulding County, Georgia",34.0,15.2,25.2,11.9,13.7,37256.0,11.5,Paulding County, Georgia
0500000US13225,"Peach County, Georgia",28.5,18.7,19.6,16.5,16.7,27746.0,12.9,Peach County, Georgia
0500000US13227,"Pickens County, Georgia",29.2,15.5,25.2,13.1,17.1,33915.0,10.6,Pickens County, Georgia
0500000US13229,"Pierce County, Georgia",26.8,16.1,16.6,17.3,23.2,27046.0,15.8,Pierce County, Georgia
0500000US13231,"Pike County, Georgia",35.3,13.3,19.1,14.8,17.5,38797.0,13.1,Pike County, Georgia
0500000US13233,"Polk County, Georgia",21.9,14.1,19.5,13.6,30.9,29529.0,15.7,Polk County, Georgia
0500000US13235,"Pulaski County, Georgia",28.1,18.3,25.4,9.9,18.3,26250.0,14.3,Pulaski County, Georgia
0500000US13237,"Putnam County, Georgia",25.9,17.8,21.7,10.6,24.0,28341.0,14.0,Putnam County, Georgia
0500000US13239,"Quitman County, Georgia",14.2,21.1,25.1,5.1,34.5,23220.0,23.6,Quitman County, Georgia
0500000US13241,"Rabun County, Georgia",29.2,21.6,22.2,15.4,11.6,25080.0,17.4,Rabun County, Georgia
0500000US13243,"Randolph County, Georgia",29.7,19.1,15.1,10.8,25.3,23490.0,13.3,Randolph County, Georgia
0500000US13245,"Richmond County, Georgia",29.9,21.6,24.9,8.4,15.2,25824.0,13.0,Richmond County, Georgia
0500000US13247,"Rockdale County, Georgia",34.1,15.6,23.7,9.0,17.7,35292.0,13.7,Rockdale County, Georgia
0500000US13249,"Schley County, Georgia",32.1,18.8,18.0,13.8,17.4,30515.0,14.2,Schley County, Georgia
0500000US13251,"Screven County, Georgia",28.1,15.5,18.6,15.0,22.8,31601.0,13.5,Screven County, Georgia
0500000US13253,"Seminole County, Georgia",33.4,21.6,18.5,9.6,16.8,30442.0,16.0,Seminole County, Georgia
0500000US13255,"Spalding County, Georgia",27.8,16.0,22.0,11.7,22.5,29610.0,14.5,Spalding County, Georgia
0500000US13257,"Stephens County, Georgia",27.5,20.9,18.4,7.7,25.4,29229.0,13.5,Stephens County, Georgia
0500000US13259,"Stewart County, Georgia",29.6,17.4,23.0,7.3,22.8,23348.0,16.3,Stewart County, Georgia
0500000US13261,"Sumter County, Georgia",30.6,18.4,19.7,9.3,22.0,27279.0,11.9,Sumter County, Georgia
0500000US13263,"Talbot County, Georgia",21.4,22.1,15.5,13.1,28.0,26788.0,15.0,Talbot County, Georgia
0500000US13265,"Taliaferro County, Georgia",19.2,22.2,17.2,12.5,28.8,27026.0,11.1,Taliaferro County, Georgia
0500000US13267,"Tattnall County, Georgia",31.5,17.0,18.7,18.7,14.1,25585.0,14.0,Tattnall County, Georgia
0500000US13269,"Taylor County, Georgia",28.3,15.8,21.3,12.8,21.8,30171.0,17.5,Taylor County, Georgia
0500000US13271,"Telfair County, Georgia",24.4,17.3,11.6,15.2,31.6,31506.0,9.8,Telfair County, Georgia
0500000US13273,"Terrell County, Georgia",22.1,18.7,26.6,12.6,19.9,24243.0,16.7,Terrell County, Georgia
0500000US13275,"Thomas County, Georgia",35.6,16.9,22.7,10.5,14.2,30468.0,14.9,Thomas County, Georgia
0500000US13277,"Tift County, Georgia",30.6,16.8,22.9,12.4,17.3,27181.0,18.8,Tift County, Georgia
0500000US13279,"Toombs County, Georgia",26.0,21.2,18.5,15.2,19.2,26935.0,18.3,Toombs County, Georgia
0500000US13281,"Towns County, Georgia",31.5,22.0,26.8,10.4,9.3,20552.0,11.9,Towns County, Georgia
0500000US13283,"Treutlen County, Georgia",26.6,24.9,12.3,15.1,21.0,25948.0,20.2,Treutlen County, Georgia
0500000US13285,"Troup County, Georgia",28.7,16.7,19.4,7.1,28.0,28109.0,11.8,Troup County, Georgia
0500000US13287,"Turner County, Georgia",29.9,21.0,22.2,9.8,17.0,25273.0,12.9,Turner County, Georgia
0500000US13289,"Twiggs County, Georgia",19.3,15.4,26.5,16.3,22.4,30718.0,9.6,Twiggs County, Georgia
0500000US13291,"Union County, Georgia",37.2,16.4,21.3,15.6,9.5,28714.0,12.7,Union County, Georgia
0500000US13293,"Upson County, Georgia",30.2,17.5,21.0,10.9,20.4,29458.0,11.8,Upson County, Georgia
0500000US13295,"Walker County, Georgia",27.3,16.5,23.5,11.9,20.7,30299.0,12.3,Walker County, Georgia
0500000US13297,"Walton County, Georgia",31.4,15.3,24.0,13.9,15.5,33085.0,11.7,Walton County, Georgia
0500000US13299,"Ware County, Georgia",26.2,17.2,25.0,14.0,17.5,28240.0,16.3,Ware County, Georgia
0500000US13301,"Warren County, Georgia",20.7,14.8,24.2,11.5,28.9,27205.0,13.0,Warren County, Georgia
0500000US13303,"Washington County, Georgia",27.1,21.5,20.4,9.9,21.0,28862.0,11.3,Washington County, Georgia
0500000US13305,"Wayne County, Georgia",26.2,18.2,22.9,15.4,17.3,26313.0,15.1,Wayne County, Georgia
0500000US13307,"Webster County, Georgia",32.7,16.9,19.2,13.4,17.8,31930.0,8.2,Webster County, Georgia
0500000US13309,"Wheeler County, Georgia",20.6,15.5,15.8,27.9,20.3,25436.0,21.5,Wheeler County, Georgia
0500000US13311,"White County, Georgia",34.3,20.1,22.2,8.6,14.8,30009.0,11.1,White County, Georgia
0500000US13313,"Whitfield County, Georgia",23.4,11.9,19.6,9.8,35.4,30201.0,16.6,Whitfield County, Georgia
0500000US13315,"Wilcox County, Georgia",28.0,19.7,15.5,20.0,16.8,26770.0,17.0,Wilcox County, Georgia
0500000US13317,"Wilkes County, Georgia",25.5,23.8,18.3,8.7,23.8,26544.0,14.7,Wilkes County, Georgia
0500000US13319,"Wilkinson County, Georgia",25.0,17.8,20.7,16.9,19.5,30203.0,9.8,Wilkinson County, Georgia
0500000US13321,"Worth County, Georgia",25.7,17.1,19.8,14.2,23.2,29776.0,18.4,Worth County, Georgia
0500000US15001,"Hawaii County, Hawaii",32.4,24.7,21.9,11.8,9.3,32401.0,4.9,Hawaii County, Hawaii
0500000US15003,"Honolulu County, Hawaii",36.5,21.5,23.7,8.9,9.5,39605.0,3.3,Honolulu County, Hawaii
0500000US15007,"Kauai County, Hawaii",27.8,30.6,21.4,10.5,9.8,37432.0,5.0,Kauai County, Hawaii
0500000US15009,"Maui County, Hawaii",30.2,28.5,21.9,9.6,9.7,37745.0,5.0,Maui County, Hawaii
0500000US16001,"Ada County, Idaho",44.0,16.2,23.6,7.1,9.0,35164.0,8.3,Ada County, Idaho
0500000US16003,"Adams County, Idaho",29.9,16.8,24.9,16.5,11.9,28769.0,12.0,Adams County, Idaho
0500000US16005,"Bannock County, Idaho",36.5,18.2,22.9,9.0,13.4,25958.0,8.8,Bannock County, Idaho
0500000US16007,"Bear Lake County, Idaho",27.2,23.7,16.8,19.8,12.5,26676.0,5.7,Bear Lake County, Idaho
0500000US16009,"Benewah County, Idaho",23.4,23.2,18.0,14.7,20.7,29798.0,11.4,Benewah County, Idaho
0500000US16011,"Bingham County, Idaho",31.6,17.9,19.2,15.1,16.2,28151.0,10.5,Bingham County, Idaho
0500000US16013,"Blaine County, Idaho",27.9,24.3,22.9,12.7,12.2,31677.0,12.8,Blaine County, Idaho
0500000US16015,"Boise County, Idaho",41.4,14.1,21.0,12.0,11.5,31986.0,11.3,Boise County, Idaho
0500000US16017,"Bonner County, Idaho",28.6,15.1,23.2,14.5,18.6,26277.0,10.3,Bonner County, Idaho
0500000US16019,"Bonneville County, Idaho",37.7,17.0,22.5,10.2,12.6,29164.0,8.3,Bonneville County, Idaho
0500000US16021,"Boundary County, Idaho",26.1,22.1,20.0,14.1,17.6,29081.0,16.9,Boundary County, Idaho
0500000US16023,"Butte County, Idaho",34.9,18.9,15.8,10.6,19.8,27344.0,15.5,Butte County, Idaho
0500000US16025,"Camas County, Idaho",36.5,23.3,15.2,17.6,7.3,28125.0,12.1,Camas County, Idaho
0500000US16027,"Canyon County, Idaho",26.2,18.5,23.7,15.0,16.7,26780.0,13.6,Canyon County, Idaho
0500000US16029,"Caribou County, Idaho",28.1,15.7,18.5,21.7,16.1,28723.0,7.7,Caribou County, Idaho
0500000US16031,"Cassia County, Idaho",27.2,14.0,17.9,18.5,22.4,27153.0,13.5,Cassia County, Idaho
0500000US16033,"Clark County, Idaho",15.6,5.6,15.4,42.3,21.0,22554.0,30.4,Clark County, Idaho
0500000US16035,"Clearwater County, Idaho",28.5,22.9,16.8,17.5,14.4,26236.0,11.7,Clearwater County, Idaho
0500000US16037,"Custer County, Idaho",37.6,19.6,14.4,19.8,8.6,25041.0,9.2,Custer County, Idaho
0500000US16039,"Elmore County, Idaho",25.2,17.4,22.0,19.4,16.0,28432.0,13.8,Elmore County, Idaho
0500000US16041,"Franklin County, Idaho",28.9,12.2,18.0,16.9,24.1,26832.0,10.9,Franklin County, Idaho
0500000US16043,"Fremont County, Idaho",27.1,15.8,20.0,16.4,20.6,26200.0,12.0,Fremont County, Idaho
0500000US16045,"Gem County, Idaho",28.0,18.6,19.8,16.5,17.0,22209.0,17.3,Gem County, Idaho
0500000US16047,"Gooding County, Idaho",28.5,16.9,15.3,25.0,14.3,28828.0,16.1,Gooding County, Idaho
0500000US16049,"Idaho County, Idaho",28.8,20.6,20.9,14.5,15.2,25451.0,10.9,Idaho County, Idaho
0500000US16051,"Jefferson County, Idaho",34.4,13.4,21.5,17.4,13.3,30488.0,8.9,Jefferson County, Idaho
0500000US16053,"Jerome County, Idaho",26.1,14.2,18.1,23.4,18.2,27044.0,18.6,Jerome County, Idaho
0500000US16055,"Kootenai County, Idaho",32.9,18.8,24.9,11.2,12.2,30294.0,9.7,Kootenai County, Idaho
0500000US16057,"Latah County, Idaho",43.9,17.0,19.9,8.7,10.6,21416.0,6.5,Latah County, Idaho
0500000US16059,"Lemhi County, Idaho",32.5,17.0,22.2,13.3,14.9,23999.0,11.7,Lemhi County, Idaho
0500000US16061,"Lewis County, Idaho",29.6,21.7,16.4,15.1,17.2,25729.0,15.1,Lewis County, Idaho
0500000US16063,"Lincoln County, Idaho",24.2,18.6,15.5,26.7,15.0,29083.0,21.6,Lincoln County, Idaho
0500000US16065,"Madison County, Idaho",39.5,18.6,21.3,8.5,12.2,11411.0,5.9,Madison County, Idaho
0500000US16067,"Minidoka County, Idaho",21.7,14.4,18.4,21.2,24.3,27266.0,18.2,Minidoka County, Idaho
0500000US16069,"Nez Perce County, Idaho",32.6,19.3,20.0,10.7,17.4,32369.0,10.1,Nez Perce County, Idaho
0500000US16071,"Oneida County, Idaho",30.0,21.0,11.8,13.3,23.8,30388.0,7.7,Oneida County, Idaho
0500000US16073,"Owyhee County, Idaho",24.4,16.8,16.9,26.6,15.3,24577.0,21.6,Owyhee County, Idaho
0500000US16075,"Payette County, Idaho",27.5,16.2,20.7,16.0,19.7,31510.0,12.5,Payette County, Idaho
0500000US16077,"Power County, Idaho",27.3,12.8,16.1,21.4,22.5,26564.0,14.3,Power County, Idaho
0500000US16079,"Shoshone County, Idaho",22.1,26.8,20.0,16.8,14.3,26068.0,14.9,Shoshone County, Idaho
0500000US16081,"Teton County, Idaho",34.7,25.7,16.5,17.1,6.1,32854.0,6.8,Teton County, Idaho
0500000US16083,"Twin Falls County, Idaho",30.8,18.3,20.3,13.0,17.7,28725.0,12.0,Twin Falls County, Idaho
0500000US16085,"Valley County, Idaho",32.5,18.4,24.5,12.1,12.5,26653.0,11.4,Valley County, Idaho
0500000US16087,"Washington County, Idaho",25.1,23.2,18.3,16.4,17.1,22977.0,15.0,Washington County, Idaho
0500000US17001,"Adams County, Illinois",32.4,18.7,22.7,8.6,17.6,32984.0,4.7,Adams County, Illinois
0500000US17003,"Alexander County, Illinois",25.5,26.4,20.2,7.3,20.7,26743.0,7.7,Alexander County, Illinois
0500000US17005,"Bond County, Illinois",30.0,17.7,22.8,11.0,18.5,27659.0,5.7,Bond County, Illinois
0500000US17007,"Boone County, Illinois",29.3,16.0,21.0,11.0,22.6,32782.0,6.0,Boone County, Illinois
0500000US17009,"Brown County, Illinois",29.5,14.2,20.2,13.6,22.5,34135.0,6.3,Brown County, Illinois
0500000US17011,"Bureau County, Illinois",28.4,18.8,20.6,10.0,22.1,31397.0,4.6,Bureau County, Illinois
0500000US17013,"Calhoun County, Illinois",36.5,17.5,19.2,13.9,12.9,37844.0,1.4,Calhoun County, Illinois
0500000US17015,"Carroll County, Illinois",31.8,15.2,19.3,9.7,24.0,30464.0,6.1,Carroll County, Illinois
0500000US17017,"Cass County, Illinois",21.0,18.1,19.1,13.8,28.0,30729.0,5.5,Cass County, Illinois
0500000US17019,"Champaign County, Illinois",46.2,17.1,19.2,5.2,12.2,28139.0,4.0,Champaign County, Illinois
0500000US17021,"Christian County, Illinois",32.1,18.1,19.3,11.9,18.5,33409.0,4.3,Christian County, Illinois
0500000US17023,"Clark County, Illinois",27.7,17.9,19.4,10.6,24.4,32824.0,4.7,Clark County, Illinois
0500000US17025,"Clay County, Illinois",25.5,15.1,18.8,10.8,29.8,31032.0,6.4,Clay County, Illinois
0500000US17027,"Clinton County, Illinois",37.2,16.0,17.5,11.4,18.0,36357.0,3.8,Clinton County, Illinois
0500000US17029,"Coles County, Illinois",33.2,19.3,21.0,7.6,18.8,25886.0,6.1,Coles County, Illinois
0500000US17031,"Cook County, Illinois",41.0,17.7,21.5,5.9,13.9,39194.0,8.8,Cook County, Illinois
0500000US17033,"Crawford County, Illinois",30.5,19.2,19.1,9.5,21.7,31351.0,6.1,Crawford County, Illinois
0500000US17035,"Cumberland County, Illinois",27.2,16.9,19.1,14.4,22.4,32005.0,5.3,Cumberland County, Illinois
0500000US17037,"DeKalb County, Illinois",34.1,20.1,21.5,8.7,15.6,28137.0,5.3,DeKalb County, Illinois
0500000US17039,"De Witt County, Illinois",32.2,17.0,21.6,12.2,17.0,32126.0,4.2,De Witt County, Illinois
0500000US17041,"Douglas County, Illinois",25.6,15.4,23.9,12.1,23.0,31568.0,14.7,Douglas County, Illinois
0500000US17043,"DuPage County, Illinois",46.7,12.8,23.6,5.5,11.4,45409.0,5.3,DuPage County, Illinois
0500000US17045,"Edgar County, Illinois",28.6,17.4,17.9,11.1,25.0,32092.0,4.9,Edgar County, Illinois
0500000US17047,"Edwards County, Illinois",26.5,12.8,16.1,16.5,28.2,32154.0,6.2,Edwards County, Illinois
0500000US17049,"Effingham County, Illinois",32.0,15.9,22.2,11.2,18.9,32152.0,4.7,Effingham County, Illinois
0500000US17051,"Fayette County, Illinois",26.4,21.4,19.6,12.0,20.6,28362.0,8.2,Fayette County, Illinois
0500000US17053,"Ford County, Illinois",33.7,15.9,19.3,12.9,18.1,32964.0,5.0,Ford County, Illinois
0500000US17055,"Franklin County, Illinois",27.3,20.2,21.2,13.5,17.7,28006.0,6.3,Franklin County, Illinois
0500000US17057,"Fulton County, Illinois",32.1,20.4,18.1,11.1,18.4,28462.0,6.2,Fulton County, Illinois
0500000US17059,"Gallatin County, Illinois",26.6,18.5,18.1,16.7,20.1,31483.0,3.0,Gallatin County, Illinois
0500000US17061,"Greene County, Illinois",25.4,23.8,19.3,10.5,20.9,28266.0,5.9,Greene County, Illinois
0500000US17063,"Grundy County, Illinois",30.5,16.0,21.9,13.1,18.5,43010.0,3.7,Grundy County, Illinois
0500000US17065,"Hamilton County, Illinois",32.9,17.9,13.0,18.7,17.4,32844.0,5.4,Hamilton County, Illinois
0500000US17067,"Hancock County, Illinois",29.9,14.8,21.5,13.8,20.1,32447.0,3.0,Hancock County, Illinois
0500000US17069,"Hardin County, Illinois",27.6,19.1,13.7,18.9,20.7,30115.0,8.1,Hardin County, Illinois
0500000US17071,"Henderson County, Illinois",32.8,15.5,17.3,15.7,18.6,30868.0,5.8,Henderson County, Illinois
0500000US17073,"Henry County, Illinois",30.5,16.1,23.0,11.9,18.5,35942.0,4.5,Henry County, Illinois
0500000US17075,"Iroquois County, Illinois",30.5,18.1,19.6,12.8,19.0,30269.0,5.8,Iroquois County, Illinois
0500000US17077,"Jackson County, Illinois",39.4,19.5,20.3,6.8,14.1,20291.0,6.4,Jackson County, Illinois
0500000US17079,"Jasper County, Illinois",24.4,17.3,24.9,11.1,22.3,30826.0,6.6,Jasper County, Illinois
0500000US17081,"Jefferson County, Illinois",29.8,18.3,20.2,9.5,22.3,30291.0,5.9,Jefferson County, Illinois
0500000US17083,"Jersey County, Illinois",33.8,18.4,17.4,11.6,18.8,33493.0,4.2,Jersey County, Illinois
0500000US17085,"Jo Daviess County, Illinois",29.9,19.0,22.7,10.9,17.5,31304.0,5.1,Jo Daviess County, Illinois
0500000US17087,"Johnson County, Illinois",42.0,20.1,19.2,8.3,10.5,32467.0,4.0,Johnson County, Illinois
0500000US17089,"Kane County, Illinois",35.1,16.6,22.9,8.0,17.4,36798.0,8.3,Kane County, Illinois
0500000US17091,"Kankakee County, Illinois",30.8,18.0,20.6,9.4,21.2,31889.0,5.2,Kankakee County, Illinois
0500000US17093,"Kendall County, Illinois",40.3,13.9,24.4,9.3,12.0,42492.0,5.0,Kendall County, Illinois
0500000US17095,"Knox County, Illinois",31.4,19.4,20.6,8.9,19.7,28022.0,5.0,Knox County, Illinois
0500000US17097,"Lake County, Illinois",43.1,15.1,23.0,6.1,12.8,40295.0,6.8,Lake County, Illinois
0500000US17099,"LaSalle County, Illinois",27.9,20.0,20.1,10.7,21.3,31424.0,4.3,LaSalle County, Illinois
0500000US17101,"Lawrence County, Illinois",33.1,21.1,14.8,9.5,21.6,31277.0,7.6,Lawrence County, Illinois
0500000US17103,"Lee County, Illinois",34.3,17.5,18.5,10.0,19.7,34834.0,3.6,Lee County, Illinois
0500000US17105,"Livingston County, Illinois",25.7,20.3,20.4,10.4,23.3,31457.0,4.6,Livingston County, Illinois
0500000US17107,"Logan County, Illinois",31.3,17.6,21.0,11.1,19.1,31940.0,4.5,Logan County, Illinois
0500000US17109,"McDonough County, Illinois",34.6,20.0,22.2,8.3,14.8,19581.0,4.3,McDonough County, Illinois
0500000US17111,"McHenry County, Illinois",37.8,15.4,24.3,8.7,13.8,42002.0,5.2,McHenry County, Illinois
0500000US17113,"McLean County, Illinois",43.5,17.5,23.4,5.7,9.9,34481.0,4.0,McLean County, Illinois
0500000US17115,"Macon County, Illinois",32.6,18.9,21.5,8.8,18.2,31950.0,4.5,Macon County, Illinois
0500000US17117,"Macoupin County, Illinois",31.3,19.5,19.8,12.3,17.1,33146.0,4.5,Macoupin County, Illinois
0500000US17119,"Madison County, Illinois",36.0,18.6,21.7,8.7,14.9,35863.0,5.0,Madison County, Illinois
0500000US17121,"Marion County, Illinois",25.7,21.1,19.1,8.8,25.3,29724.0,6.5,Marion County, Illinois
0500000US17123,"Marshall County, Illinois",30.8,19.7,18.1,10.9,20.5,32817.0,3.6,Marshall County, Illinois
0500000US17125,"Mason County, Illinois",28.4,20.0,19.9,12.7,19.1,28176.0,4.2,Mason County, Illinois
0500000US17127,"Massac County, Illinois",26.4,20.7,25.5,12.0,15.4,30457.0,5.4,Massac County, Illinois
0500000US17129,"Menard County, Illinois",38.2,16.4,24.5,11.6,9.2,40716.0,2.6,Menard County, Illinois
0500000US17131,"Mercer County, Illinois",28.7,15.5,20.0,13.5,22.4,34207.0,2.9,Mercer County, Illinois
0500000US17133,"Monroe County, Illinois",44.1,15.6,20.0,9.7,10.7,45441.0,2.5,Monroe County, Illinois
0500000US17135,"Montgomery County, Illinois",33.1,20.4,19.4,10.3,16.9,30736.0,3.6,Montgomery County, Illinois
0500000US17137,"Morgan County, Illinois",31.2,20.5,22.8,7.9,17.6,29732.0,3.6,Morgan County, Illinois
0500000US17139,"Moultrie County, Illinois",29.0,13.2,18.1,12.0,27.7,35776.0,16.0,Moultrie County, Illinois
0500000US17141,"Ogle County, Illinois",31.7,17.3,19.5,10.3,21.2,34512.0,4.7,Ogle County, Illinois
0500000US17143,"Peoria County, Illinois",38.9,19.2,22.3,7.6,12.0,32279.0,5.4,Peoria County, Illinois
0500000US17145,"Perry County, Illinois",27.0,22.1,16.9,15.0,18.9,32102.0,3.9,Perry County, Illinois
0500000US17147,"Piatt County, Illinois",37.8,16.8,19.9,12.3,13.2,38278.0,3.9,Piatt County, Illinois
0500000US17149,"Pike County, Illinois",29.8,16.2,22.6,13.1,18.3,31504.0,4.9,Pike County, Illinois
0500000US17151,"Pope County, Illinois",25.7,21.9,14.9,16.5,20.9,27391.0,4.0,Pope County, Illinois
0500000US17153,"Pulaski County, Illinois",29.6,29.3,14.5,10.0,16.7,24561.0,5.4,Pulaski County, Illinois
0500000US17155,"Putnam County, Illinois",31.0,16.1,15.9,13.2,23.8,34097.0,2.6,Putnam County, Illinois
0500000US17157,"Randolph County, Illinois",25.2,18.7,22.5,11.4,22.3,30830.0,5.2,Randolph County, Illinois
0500000US17159,"Richland County, Illinois",28.5,18.8,17.8,9.7,25.2,31097.0,4.3,Richland County, Illinois
0500000US17161,"Rock Island County, Illinois",30.8,19.1,20.8,8.1,21.3,31943.0,5.2,Rock Island County, Illinois
0500000US17163,"St. Clair County, Illinois",36.1,19.6,21.9,7.5,14.9,33775.0,6.2,St. Clair County, Illinois
0500000US17165,"Saline County, Illinois",30.9,20.9,20.9,14.1,13.2,30501.0,4.2,Saline County, Illinois
0500000US17167,"Sangamon County, Illinois",43.0,17.6,23.1,6.5,9.7,37723.0,3.9,Sangamon County, Illinois
0500000US17169,"Schuyler County, Illinois",30.0,19.3,22.7,10.2,17.8,31520.0,9.4,Schuyler County, Illinois
0500000US17171,"Scott County, Illinois",32.3,18.8,16.4,10.9,21.7,36380.0,2.7,Scott County, Illinois
0500000US17173,"Shelby County, Illinois",26.5,19.7,19.0,11.8,23.0,32033.0,3.9,Shelby County, Illinois
0500000US17175,"Stark County, Illinois",33.2,12.9,20.1,13.6,20.3,34512.0,5.4,Stark County, Illinois
0500000US17177,"Stephenson County, Illinois",29.5,17.1,21.7,11.4,20.2,29258.0,5.7,Stephenson County, Illinois
0500000US17179,"Tazewell County, Illinois",36.1,16.6,23.2,8.7,15.4,36661.0,3.8,Tazewell County, Illinois
0500000US17181,"Union County, Illinois",27.7,24.3,17.5,12.6,18.0,30737.0,5.8,Union County, Illinois
0500000US17183,"Vermilion County, Illinois",27.1,20.4,20.5,9.2,22.7,31401.0,5.7,Vermilion County, Illinois
0500000US17185,"Wabash County, Illinois",29.2,20.3,15.8,13.4,21.3,30494.0,7.1,Wabash County, Illinois
0500000US17187,"Warren County, Illinois",30.7,19.7,17.4,8.3,23.9,27226.0,4.0,Warren County, Illinois
0500000US17189,"Washington County, Illinois",33.4,14.4,19.0,12.3,20.8,37917.0,3.5,Washington County, Illinois
0500000US17191,"Wayne County, Illinois",27.4,15.7,18.0,13.3,25.6,33498.0,8.3,Wayne County, Illinois
0500000US17193,"White County, Illinois",29.4,16.8,18.2,15.5,20.1,31517.0,4.8,White County, Illinois
0500000US17195,"Whiteside County, Illinois",25.8,20.0,20.7,8.9,24.6,30556.0,4.7,Whiteside County, Illinois
0500000US17197,"Will County, Illinois",36.7,16.1,22.9,8.3,16.0,41463.0,5.0,Will County, Illinois
0500000US17199,"Williamson County, Illinois",32.6,21.8,22.0,9.2,14.5,31643.0,5.3,Williamson County, Illinois
0500000US17201,"Winnebago County, Illinois",30.6,18.5,21.7,7.5,21.8,31365.0,5.9,Winnebago County, Illinois
