id,Geographic Area Name,"Percent!!OCCUPATION!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations",Percent!!OCCUPATION!!Civilian employed population 16 years and over!!Service occupations,Percent!!OCCUPATION!!Civilian employed population 16 years and over!!Sales and office occupations,"Percent!!OCCUPATION!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations","Percent!!OCCUPATION!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations",Estimate!!INCOME AND BENEFITS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Median earnings for workers (dollars),Percent!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!No health insurance coverage,county_name,state
0500000US51009,"Amherst County, Virginia",29.1,19.9,21.9,10.2,18.9,31904.0,9.3,Amherst County, Virginia
0500000US51011,"Appomattox County, Virginia",32.5,19.8,24.0,11.1,12.6,32652.0,8.6,Appomattox County, Virginia
0500000US51013,"Arlington County, Virginia",70.1,9.8,12.9,4.1,3.0,72069.0,5.9,Arlington County, Virginia
0500000US51015,"Augusta County, Virginia",33.5,16.7,21.5,10.1,18.2,34486.0,7.9,Augusta County, Virginia
0500000US51017,"Bath County, Virginia",21.2,29.3,21.7,12.1,15.8,31313.0,11.6,Bath County, Virginia
0500000US51019,"Bedford County, Virginia",37.5,14.8,23.0,9.1,15.6,36992.0,7.1,Bedford County, Virginia
0500000US51021,"Bland County, Virginia",25.1,21.5,26.6,4.6,22.2,31572.0,7.5,Bland County, Virginia
0500000US51023,"Botetourt County, Virginia",36.9,14.5,21.9,10.7,16.0,38419.0,4.1,Botetourt County, Virginia
0500000US51025,"Brunswick County, Virginia",21.0,22.0,20.1,12.5,24.3,26205.0,7.9,Brunswick County, Virginia
0500000US51027,"Buchanan County, Virginia",29.2,15.5,21.7,17.3,16.4,30419.0,12.4,Buchanan County, Virginia
0500000US51029,"Buckingham County, Virginia",26.6,23.8,16.9,14.2,18.5,29930.0,11.0,Buckingham County, Virginia
0500000US51031,"Campbell County, Virginia",32.8,16.9,23.1,11.4,15.8,31359.0,9.0,Campbell County, Virginia
0500000US51033,"Caroline County, Virginia",31.9,17.5,25.0,12.3,13.3,34839.0,7.4,Caroline County, Virginia
0500000US51035,"Carroll County, Virginia",26.6,16.9,21.8,15.5,19.2,28163.0,10.6,Carroll County, Virginia
0500000US51036,"Charles City County, Virginia",26.5,19.6,20.8,13.0,20.0,35946.0,8.7,Charles City County, Virginia
0500000US51037,"Charlotte County, Virginia",26.9,25.9,18.9,11.4,16.9,27760.0,12.9,Charlotte County, Virginia
0500000US51041,"Chesterfield County, Virginia",43.3,14.8,22.8,8.0,11.0,41458.0,7.6,Chesterfield County, Virginia
0500000US51043,"Clarke County, Virginia",42.1,17.0,17.5,13.1,10.3,40317.0,12.7,Clarke County, Virginia
0500000US51045,"Craig County, Virginia",29.2,17.3,23.6,12.8,17.1,35326.0,3.5,Craig County, Virginia
0500000US51047,"Culpeper County, Virginia",35.0,18.0,21.7,12.3,13.0,38136.0,10.1,Culpeper County, Virginia
0500000US51049,"Cumberland County, Virginia",25.0,18.2,23.2,16.2,17.4,28458.0,12.6,Cumberland County, Virginia
0500000US51051,"Dickenson County, Virginia",32.6,22.4,19.4,11.0,14.7,30645.0,9.1,Dickenson County, Virginia
0500000US51053,"Dinwiddie County, Virginia",26.5,17.4,23.2,10.9,22.0,33527.0,9.8,Dinwiddie County, Virginia
0500000US51057,"Essex County, Virginia",32.1,13.7,29.1,11.6,13.5,30541.0,8.6,Essex County, Virginia
0500000US51059,"Fairfax County, Virginia",57.5,15.1,16.7,5.4,5.3,55523.0,8.2,Fairfax County, Virginia
0500000US51061,"Fauquier County, Virginia",42.9,16.8,20.3,12.0,8.0,48151.0,7.6,Fauquier County, Virginia
0500000US51063,"Floyd County, Virginia",36.8,12.9,14.2,14.8,21.4,32133.0,9.2,Floyd County, Virginia
0500000US51065,"Fluvanna County, Virginia",44.4,15.2,19.5,10.5,10.4,40819.0,6.8,Fluvanna County, Virginia
0500000US51067,"Franklin County, Virginia",35.9,14.2,20.6,12.0,17.3,32926.0,9.4,Franklin County, Virginia
0500000US51069,"Frederick County, Virginia",37.7,14.9,21.3,11.4,14.7,40978.0,8.5,Frederick County, Virginia
0500000US51071,"Giles County, Virginia",27.9,18.1,19.3,11.9,22.9,33637.0,8.7,Giles County, Virginia
0500000US51073,"Gloucester County, Virginia",32.1,17.8,21.5,14.0,14.6,38987.0,6.7,Gloucester County, Virginia
0500000US51075,"Goochland County, Virginia",45.4,12.9,23.3,9.8,8.7,42609.0,4.9,Goochland County, Virginia
0500000US51077,"Grayson County, Virginia",25.4,20.0,20.3,10.8,23.6,25765.0,11.1,Grayson County, Virginia
0500000US51079,"Greene County, Virginia",38.9,17.2,22.0,12.7,9.3,37831.0,12.0,Greene County, Virginia
0500000US51081,"Greensville County, Virginia",23.2,27.2,19.2,8.4,21.9,24587.0,10.5,Greensville County, Virginia
0500000US51083,"Halifax County, Virginia",30.1,17.8,18.0,11.0,23.2,31657.0,9.7,Halifax County, Virginia
0500000US51085,"Hanover County, Virginia",46.5,13.3,23.0,8.7,8.5,44964.0,5.0,Hanover County, Virginia
0500000US51087,"Henrico County, Virginia",45.1,15.3,24.0,5.6,10.0,39538.0,7.6,Henrico County, Virginia
0500000US51089,"Henry County, Virginia",26.6,16.9,23.0,10.5,22.9,27657.0,10.0,Henry County, Virginia
0500000US51091,"Highland County, Virginia",36.8,14.0,21.5,14.9,12.8,27328.0,10.8,Highland County, Virginia
0500000US51093,"Isle of Wight County, Virginia",39.5,16.7,17.5,12.7,13.6,41813.0,6.4,Isle of Wight County, Virginia
0500000US51095,"James City County, Virginia",48.5,16.3,21.8,6.0,7.4,38030.0,5.9,James City County, Virginia
0500000US51097,"King and Queen County, Virginia",29.9,22.9,19.0,16.7,11.5,39238.0,6.5,King and Queen County, Virginia
0500000US51099,"King George County, Virginia",44.6,17.7,19.0,7.9,10.9,42681.0,5.5,King George County, Virginia
0500000US51101,"King William County, Virginia",36.5,13.0,24.1,15.3,11.2,38396.0,4.4,King William County, Virginia
0500000US51103,"Lancaster County, Virginia",33.0,19.9,24.0,9.5,13.6,31709.0,10.0,Lancaster County, Virginia
0500000US51105,"Lee County, Virginia",28.2,19.0,21.0,12.7,19.2,23916.0,12.2,Lee County, Virginia
0500000US51107,"Loudoun County, Virginia",59.0,13.1,18.2,4.5,5.2,63082.0,5.7,Loudoun County, Virginia
0500000US51109,"Louisa County, Virginia",34.5,17.5,23.2,11.0,13.8,34281.0,10.6,Louisa County, Virginia
0500000US51111,"Lunenburg County, Virginia",20.0,18.3,20.7,15.9,25.2,28662.0,10.7,Lunenburg County, Virginia
0500000US51113,"Madison County, Virginia",32.2,18.1,26.2,11.0,12.5,31018.0,10.4,Madison County, Virginia
0500000US51115,"Mathews County, Virginia",38.0,10.1,16.3,18.8,16.9,38944.0,12.0,Mathews County, Virginia
0500000US51117,"Mecklenburg County, Virginia",33.0,19.3,19.3,9.3,19.1,29239.0,10.2,Mecklenburg County, Virginia
0500000US51119,"Middlesex County, Virginia",27.3,21.4,25.7,12.2,13.3,31637.0,9.0,Middlesex County, Virginia
0500000US51121,"Montgomery County, Virginia",48.1,18.0,17.7,6.3,9.9,25177.0,6.1,Montgomery County, Virginia
0500000US51125,"Nelson County, Virginia",36.7,18.5,19.0,14.4,11.3,32220.0,9.1,Nelson County, Virginia
0500000US51127,"New Kent County, Virginia",38.6,12.1,23.6,14.2,11.5,45564.0,5.0,New Kent County, Virginia
0500000US51131,"Northampton County, Virginia",31.0,21.8,22.7,12.5,12.0,30322.0,10.9,Northampton County, Virginia
0500000US51133,"Northumberland County, Virginia",33.7,22.3,21.7,10.5,11.8,31614.0,9.3,Northumberland County, Virginia
